Apparel Boxes (Matte Colors on Kraft),,Home|Stock Packaging|Boxes|Gift & Apparel Boxes|Apparel Boxes (Matte Colors on Kraft),"Available in beautiful colors and a number of|sizes, our color pop-up apparel boxes coordinate|beautifully with our paper shoppers. Boxes ship|flat for easy storage.",$0.00 ,['No tier pricing.'],http://bensonmarketinggroup.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/p/appbox_1.png," 'Size of Box *', '10 x 7 x 1 1/4"" - pack of 100 (500 box minimum) +$62.80\nQty:', '11 1/2 x 8 1/2 x 1 5/8"" - pack of 100 +$69.80\nQty:', '14 x 4 1/2 x 1 1/4"" - pack of 100 (200 box minimum on in-stock matte colors, 500 box minimum on standard colors) +$60.80\nQty:', '15 x 9 1/2 x 2"" - pack of 100 +$85.50\nQty:', '17 x 11 x 2 1/2"" - pack of 50 +$135.10\nQty:', '19 x 12 x 3"" - pack of 50 +$170.50\nQty:', '24 x 14 x 4"" - pack of 25 +$294.80\nQty:', 'One Piece folder style box - 14 x 4 1/2 x 5/8"" - pack of 100 (500 box minimum) +$83.30\nQty:']]",,,,,,,,,,,,,,,[['In Stock Matte Colors on Kraft Available (made to order) *'|'-- Please Select --'|'Black '|'Burgundy '|'Chocolate '|'Dark Green '|'Purple '|'Navy '|'Sand  '|'Teal ' ||Please Select --| 'Additional Matte colors on kraft (made to order) *'|'-- Please Select --'|'Celery '|'Gray '|'Cerise '|'Olive '|'Rainforest Green '|'Red '|'Shimmer Amethyst '|'Shimmer Avocado '|'Shimmer Honeysuckle '|'Shimmer Raspberry '|'Shimmer Turquoise '|'Slate Grey '|'Southwest Orange ' 
Apparel Boxes-Colors on White,,Home|Stock Packaging|Boxes|Gift & Apparel Boxes|Apparel Boxes-Colors on White,"Available in beautiful colors and a number of|sizes, our color pop-up apparel boxes coordinate|beautifully with our paper shoppers. Boxes ship|flat for easy storage.",$0.00 ,['No tier pricing.'],http://bensonmarketinggroup.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/p/appbox_1_1.png," 'Size of Box *', '10 x 7 x 1 1/4"" - pack of 100 (500 box minimum) +$76.40\nQty:', '11 1/2 x 5 1/2 x 1 5/8"" - pack of 100 (200 box minimum on in-stock gloss colors or 500 box minimum on standard colors) +$80.40\nQty:', '11 1/2 x 8 1/2 x 1 5/8"" - pack of 100 +$85.00\nQty:', '14 x 4 1/2 x 1 1/4"" - pack of 100 +$68.30\nQty:', '15 x 9 1/2 x 2"" - pack of 100 +$109.00\nQty:', '17 x 11 x 2 1/2"" - pack of 50 +$164.70\nQty:', '19 x 12 x 3"" - pack of 50 +$212.10\nQty:', '24 x 14 x 4"" - pack of 25 +$361.50\nQty:', 'One Piece folder style box - 14 x 4 1/2 x 5/8"" - pack of 100 (made to order 500 box minimum) +$101.80\nQty:']]",,,,,,,,,,,,,,,[['Gloss Colors Available *'|'-- Please Select --'|'Black '|'Burgundy '|'Dartmouth Green '|'Ivory '|'Metallic Bronze Platinum '|'Metallic Sage '|'Red '|'Silver ' || 'Available matte colors on kraft *'|'-- Please Select --'|'Aqua '|'Bright Chartreuse '|'Cerise '|'Emerald '|'Lavender '|'Lemon '|'Matte Burnt Orange '|'Matte Chartreuse '|'Matte Cream '|'Matte Ivory '|'Matte Khaki '|'Matte Lime Green '|'Matte Pastel Yellow '|'Matte Pink '|'Matte Powder Blue '|'Matte Turquoise '|'Merlot '|'Metallic Blue '|'Metallic Champagne '|'Mocha '|'Navy '|'Peach '|'Pearlized Cream '|'Pink '|'Sapphire '|'Shimmer Amethyst '|'Shimmer Avocado '|'Shimmer Honeysuckle '|'Shimmer Raspberry '|'Shimmer Turquoise '|'Slate Grey '|'Tangerine '|'Tuscany ' 
Hot Stamp String Tags,,Home|Country/Primitive Supplies|Tags & Labels|Hot Stamp String Tags,"These custom printed tags are printed with foil inks and provide an ""upscale"" look. Tag strings are approximately 10"" in length and are knotted to form a loop of approximately 5"". Tags may also be folded or perforated for no additional charge. Hot Stamp String Tags usually take 10 business days to print. Additional time is required for proofs & shipping. A proof will be provided for your approval once an order is placed.|For a two color imprint on your tag, add an additional 22% to the one color price. Please note the additional imprint color in the special instructions section.|TO PLACE AN ORDER:|1) Select a TAG COLOR for your string tags.|2) Select an HOT STAMP IMPRINT COLOR. This will be the color used to print your business name/info on the tag.|3) Select a SIZE for your tag.|4) Select a QUANTITY. Larger quantities are available beyond those listed.|In the SPECIAL INSTRUCTIONS section give us any details regarding the custom layout you would like. You can email your artwork to us at info@bensonmarketinggroup.com. If we have questions regarding your order you will be contacted by a Benson representative. YOU WILL NOT BE CHARGED UNTIL YOUR ART PROOF IS APPROVED.|We realize that ordering custom items can sometimes be a challenge, so we’re here to help. For additional questions or assistance in placing a custom order, contact us at 866-520-2247 or 614-890-2355.",$0.00 ,['No tier pricing.'],http://bensonmarketinggroup.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/o/hotstamp_string_tag.jpg," 'Quantity & Price *', '-- Please Select --', 'ST1 - 1,000 Quantity +$248.00', 'ST1 - 2,000 Quantity +$402.00', 'ST2 - 1,000 Quantity +$248.00', 'ST2 - 2,000 Quantity +$402.00', 'ST3 - 1,000 Quantity +$248.00', 'ST3 - 2,000 Quantity +$402.00', 'ST4 - 1,000 Quantity +$248.00', 'ST4 - 2,000 Quantity +$402.00', 'ST5 - 1,000 Quantity +$264.00', 'ST5 - 2,000 Quantity +$406.00', 'MT1 - 1,000 Quantity +$264.00', 'MT1 - 2,000 Quantity +$406.00', 'MT2 - 1,000 Quantity +$264.00', 'MT2 - 2,000 Quantity  +$406.00', 'MT3 - 1,000 Quantity +$264.00', 'MT3 - 2,000 Quantity +$406.00', 'MT4 - 1,000 Quantity +$296.00', 'MT4 - 2,000 Quantity +$466.00', 'MT5 - 1,000 Quantity +$296.00', 'MT5 - 2,000 Quantity +$466.00', 'LGT1 - 1,000 Quantity +$326.00', 'LGT1 - 2,000 Quantity +$502.00', 'XLT1 - 1,000 Quantity +$366.00', 'XLT1 - 2,000 Quantity +$544.00', 'XLT2 - 1,000 Quantity +$366.00', 'XLT2 - 2,000 Quantity +$544.00' ",," 'Background Colors *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/165/100x/String_tag_background_colors.JPG' "," 'Hotstamp Foil Imprint Colors *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/260/100x/Hotstamp_foil_colors.JPG' "," 'Font Type *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/168/100x/typestylesall-stringtags.gif' ",, 'Special Instructions *']],,,,,,,,,"[['Sizes *'|'-- Please Select --'|'ST1 - 1 1/4 x 2"" '|'ST2 - 1 1/4 x 1 5/8"" '|'ST3 - 1 1/4 x 2"" RECTANGLE '|'ST4 - 1 1/4 x 2"" OVAL '|'ST5 - 1 5/8 x 2 1/4"" OVAL '|'MT1 - 1 1/2 x 2 1/2 '|'MT2 - 1 3/4 x 2 7/8"" '|'MT3 - 1 1/2 x 2 7/8"" '|'MT4 - 2 x 2 7/8"" RECTANGLE '|'MT5 - 2 x 2 7/8"" OVAL '|'LGT1 - 2 1/4 x 4"" '|'LGT2 - 2 1/4 x 4 1/4"" '|'XLT1 - 3 x 5"" '|'XLT2 - 3 x 4"" ' "
Hot Stamp String Tags,,Home|Custom|Tags & Cards|Hot Stamp String Tags,"These custom printed tags are printed with foil inks and provide an ""upscale"" look. Tag strings are approximately 10"" in length and are knotted to form a loop of approximately 5"". Tags may also be folded or perforated for no additional charge. Hot Stamp String Tags usually take 10 business days to print. Additional time is required for proofs & shipping. A proof will be provided for your approval once an order is placed.|For a two color imprint on your tag, add an additional 22% to the one color price. Please note the additional imprint color in the special instructions section.|TO PLACE AN ORDER:|1) Select a TAG COLOR for your string tags.|2) Select an HOT STAMP IMPRINT COLOR. This will be the color used to print your business name/info on the tag.|3) Select a SIZE for your tag.|4) Select a QUANTITY. Larger quantities are available beyond those listed.|In the SPECIAL INSTRUCTIONS section give us any details regarding the custom layout you would like. You can email your artwork to us at info@bensonmarketinggroup.com. If we have questions regarding your order you will be contacted by a Benson representative. YOU WILL NOT BE CHARGED UNTIL YOUR ART PROOF IS APPROVED.|We realize that ordering custom items can sometimes be a challenge, so we’re here to help. For additional questions or assistance in placing a custom order, contact us at 866-520-2247 or 614-890-2355.",$0.00 ,['No tier pricing.'],http://bensonmarketinggroup.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/o/hotstamp_string_tag.jpg," 'Quantity & Price *', '-- Please Select --', 'ST1 - 1,000 Quantity +$248.00', 'ST1 - 2,000 Quantity +$402.00', 'ST2 - 1,000 Quantity +$248.00', 'ST2 - 2,000 Quantity +$402.00', 'ST3 - 1,000 Quantity +$248.00', 'ST3 - 2,000 Quantity +$402.00', 'ST4 - 1,000 Quantity +$248.00', 'ST4 - 2,000 Quantity +$402.00', 'ST5 - 1,000 Quantity +$264.00', 'ST5 - 2,000 Quantity +$406.00', 'MT1 - 1,000 Quantity +$264.00', 'MT1 - 2,000 Quantity +$406.00', 'MT2 - 1,000 Quantity +$264.00', 'MT2 - 2,000 Quantity  +$406.00', 'MT3 - 1,000 Quantity +$264.00', 'MT3 - 2,000 Quantity +$406.00', 'MT4 - 1,000 Quantity +$296.00', 'MT4 - 2,000 Quantity +$466.00', 'MT5 - 1,000 Quantity +$296.00', 'MT5 - 2,000 Quantity +$466.00', 'LGT1 - 1,000 Quantity +$326.00', 'LGT1 - 2,000 Quantity +$502.00', 'XLT1 - 1,000 Quantity +$366.00', 'XLT1 - 2,000 Quantity +$544.00', 'XLT2 - 1,000 Quantity +$366.00', 'XLT2 - 2,000 Quantity +$544.00' ",," 'Background Colors *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/165/100x/String_tag_background_colors.JPG' "," 'Hotstamp Foil Imprint Colors *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/260/100x/Hotstamp_foil_colors.JPG' "," 'Font Type *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/168/100x/typestylesall-stringtags.gif' ",, 'Special Instructions *']],,,,,,,,,"[['Sizes *'|'-- Please Select --'|'ST1 - 1 1/4 x 2"" '|'ST2 - 1 1/4 x 1 5/8"" '|'ST3 - 1 1/4 x 2"" RECTANGLE '|'ST4 - 1 1/4 x 2"" OVAL '|'ST5 - 1 5/8 x 2 1/4"" OVAL '|'MT1 - 1 1/2 x 2 1/2 '|'MT2 - 1 3/4 x 2 7/8"" '|'MT3 - 1 1/2 x 2 7/8"" '|'MT4 - 2 x 2 7/8"" RECTANGLE '|'MT5 - 2 x 2 7/8"" OVAL '|'LGT1 - 2 1/4 x 4"" '|'LGT2 - 2 1/4 x 4 1/4"" '|'XLT1 - 3 x 5"" '|'XLT2 - 3 x 4"" ' "
Ink Labels,,Home|Country/Primitive Supplies|Tags & Labels|Ink Labels,"The information below will provide you with a selection of some of our color options, size options, and other information to help you get started in creating a label for your business. We can put together a layout for you based on your selections. Choose from the selections below and click ""add to cart"" if you would like to request a price quote or place an order. You will be contacted to confirm your selections.|There is a one time setup charge of $26 per color for the first order.|Lead time is approximately 10 business days from proof approval.|Contact us for additional sizes and information. Call 1-866-520-2247 or email info@bensonmarketinggroup.com.",$0.00 ,['No tier pricing.'],http://bensonmarketinggroup.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/q/u/quilt_ink_label.jpg,,," 'Background Colors *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/175/100x/background_colors.jpg' "," 'Imprint Colors *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/176/100x/ink_imprint_colors.JPG' "," 'Custom Ink Label Font  *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/177/100x/typestylesall-stringtags.gif' ", 'Special Instructions']],,,,,,[['Sizes *'|'input text'|u'http://bensonmarketinggroup.com/media/customoptions/options/396/100x/label_die_sizes_rev-001.jpg' ,,,,
Ink Labels,,Home|Custom|Labels|Ink Labels,"The information below will provide you with a selection of some of our color options, size options, and other information to help you get started in creating a label for your business. We can put together a layout for you based on your selections. Choose from the selections below and click ""add to cart"" if you would like to request a price quote or place an order. You will be contacted to confirm your selections.|There is a one time setup charge of $26 per color for the first order.|Lead time is approximately 10 business days from proof approval.|Contact us for additional sizes and information. Call 1-866-520-2247 or email info@bensonmarketinggroup.com.",$0.00 ,['No tier pricing.'],http://bensonmarketinggroup.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/q/u/quilt_ink_label.jpg,,," 'Background Colors *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/175/100x/background_colors.jpg' "," 'Imprint Colors *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/176/100x/ink_imprint_colors.JPG' "," 'Custom Ink Label Font  *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/177/100x/typestylesall-stringtags.gif' ", 'Special Instructions']],,,,,,[['Sizes *'|'input text'|u'http://bensonmarketinggroup.com/media/customoptions/options/396/100x/label_die_sizes_rev-001.jpg' ,,,,
Custom Earring Cards,,Home|Custom|Jewelry Packaging & Supplies|Custom Earring Cards,"These custom printed earring cards are a professional way to display your jewelry pieces. These cards can be custom printed in full color with digital printing or they can be hotstamped with up to 4 colors. We have hundreds of card sizes available. We can also create a custom size for your line of jewelry.|FOR ADDITIONAL JEWELRY CARD OPTIONS, VISIT THE JEWELRY PACKAGING & SUPPLIES SECTION OF OUR WEBSITE.|TO PLACE AN ORDER:|1) Select your tag size|2) Select your tag color|3) Select either hotstamp printing or full color digital printing|4) Select quantity and price|5) Give us any special instructions regarding the layout of your card|WE WILL PROVIDE AN ART PROOF FOR YOUR APPROVAL BEFORE ANY PRINTING TAKES PLACE. You will not be charged until your art proof is approved. Artwork can be emailed to art@bensonmarketinggroup.com. For questions, call us at 614-890-2355.",$0.00 ,['No tier pricing.'],http://bensonmarketinggroup.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/a/earring_cards2.jpg,,," 'Background Material *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/414/100x/String_tag_background_colors.JPG' "," 'Foil Colors', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/413/100x/Hotstamp_foil_colors.JPG' "," 'Quantity and Price - Hotstamp', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/412/100x/Earring_Cards_-_hotstamp.JPG' "," 'Quantity and Price - Digital', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/411/100x/Earring_Cards_-_digital_price.JPG' ", 'Special Instructions']],,,,,[['Sizes *'|'input text'|u'http://bensonmarketinggroup.com/media/customoptions/options/415/100x/Earring_Cards.JPG' ,,,,
Custom Earring Cards,,Home|Custom|Tags & Cards|Custom Earring Cards,"These custom printed earring cards are a professional way to display your jewelry pieces. These cards can be custom printed in full color with digital printing or they can be hotstamped with up to 4 colors. We have hundreds of card sizes available. We can also create a custom size for your line of jewelry.|FOR ADDITIONAL JEWELRY CARD OPTIONS, VISIT THE JEWELRY PACKAGING & SUPPLIES SECTION OF OUR WEBSITE.|TO PLACE AN ORDER:|1) Select your tag size|2) Select your tag color|3) Select either hotstamp printing or full color digital printing|4) Select quantity and price|5) Give us any special instructions regarding the layout of your card|WE WILL PROVIDE AN ART PROOF FOR YOUR APPROVAL BEFORE ANY PRINTING TAKES PLACE. You will not be charged until your art proof is approved. Artwork can be emailed to art@bensonmarketinggroup.com. For questions, call us at 614-890-2355.",$0.00 ,['No tier pricing.'],http://bensonmarketinggroup.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/a/earring_cards2.jpg,,," 'Background Material *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/414/100x/String_tag_background_colors.JPG' "," 'Foil Colors', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/413/100x/Hotstamp_foil_colors.JPG' "," 'Quantity and Price - Hotstamp', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/412/100x/Earring_Cards_-_hotstamp.JPG' "," 'Quantity and Price - Digital', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/411/100x/Earring_Cards_-_digital_price.JPG' ", 'Special Instructions']],,,,,[['Sizes *'|'input text'|u'http://bensonmarketinggroup.com/media/customoptions/options/415/100x/Earring_Cards.JPG' ,,,,
Necklace & Earring Holder Cards,,Home|Custom|Jewelry Packaging & Supplies|Necklace & Earring Holder Cards,"These custom printed necklace and earring holder cards are a professional way to display your jewelry pieces. These cards can be custom printed in full color with digital printing or they can be hotstamped with up to 4 colors.|TO PLACE AN ORDER:|1) Select your tag size|2) Select your tag color|3) Select either hotstamp printing or full color digital printing|4) Select quantity and price|5) Give us any special instructions regarding the layout of your card|WE WILL PROVIDE AN ART PROOF FOR YOUR APPROVAL BEFORE ANY PRINTING TAKES PLACE. You will not be charged until your art proof is approved. Artwork can be emailed to art@bensonmarketinggroup.com. For questions, call us at 614-890-2355.",$0.00 ,['No tier pricing.'],http://bensonmarketinggroup.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/necklace_1.jpg,,," 'Background Material *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/414/100x/String_tag_background_colors.JPG' "," 'Foil Colors', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/413/100x/Hotstamp_foil_colors.JPG' "," 'Quantity and Price - Hotstamp', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/418/100x/Necklace_cards_-_hotstamp.JPG' "," 'Quantity and Price - Digital', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/417/100x/Necklace_cards_-_digital.JPG' ", 'Special Instructions']],,,,,[['Sizes *'|'input text'|u'http://bensonmarketinggroup.com/media/customoptions/options/421/100x/Necklace_Earring_Holder_Cards.JPG' ,,,,
Necklace & Earring Holder Cards,,Home|Custom|Tags & Cards|Necklace & Earring Holder Cards,"These custom printed necklace and earring holder cards are a professional way to display your jewelry pieces. These cards can be custom printed in full color with digital printing or they can be hotstamped with up to 4 colors.|TO PLACE AN ORDER:|1) Select your tag size|2) Select your tag color|3) Select either hotstamp printing or full color digital printing|4) Select quantity and price|5) Give us any special instructions regarding the layout of your card|WE WILL PROVIDE AN ART PROOF FOR YOUR APPROVAL BEFORE ANY PRINTING TAKES PLACE. You will not be charged until your art proof is approved. Artwork can be emailed to art@bensonmarketinggroup.com. For questions, call us at 614-890-2355.",$0.00 ,['No tier pricing.'],http://bensonmarketinggroup.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/necklace_1.jpg,,," 'Background Material *', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/414/100x/String_tag_background_colors.JPG' "," 'Foil Colors', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/413/100x/Hotstamp_foil_colors.JPG' "," 'Quantity and Price - Hotstamp', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/418/100x/Necklace_cards_-_hotstamp.JPG' "," 'Quantity and Price - Digital', 'input text', u'http://bensonmarketinggroup.com/media/customoptions/options/417/100x/Necklace_cards_-_digital.JPG' ", 'Special Instructions']],,,,,[['Sizes *'|'input text'|u'http://bensonmarketinggroup.com/media/customoptions/options/421/100x/Necklace_Earring_Holder_Cards.JPG' ,,,,
