"K & K INTERIORS, INC.",,,,,,,,,,,,,,,DATE GENERATED:,11/22/2017
INVENTORY SNAPSHOT DETAIL REPORT,,,,,,,,,,,,,,,,"10,711 Items Listed"
,,,,,,  ** Estimated date ONLY - not exact arrival date,,,,,,,,,,
,,,,,,,,,,,,,,,,
Item,Description,CATEGORY,UPC,Net Avail,Net w/L2R,ExpShipDate,Min,Base,Case Qty,Case Price,ColCode1,ColCode2,ColCode3,ColCode4,Item Dims,On Promo
10008-YE,[6/60] | 6 Inch Yellow Tulip in Egg,GAR010,844557003127,24,24,20171123,6,$5.99,60,$5.70,A044,C044,B044,,"6""H x 3""Dia.", 
10009-BL,[6/60] | 6.5 Inch Blue Hyacinth in Egg,GAR010,844557003134,12,12,20171123,6,$5.99,60,$5.70,A044,C044,B044,,"6.5""H x 3""Dia.", 
10009-PK,[6/60] | 6.5 Inch Pink Hyacinth in Egg,GAR010,844557003141,6,6,20171123,6,$5.99,60,$5.70,A044,C044,B044,,"6.5""H x 3""Dia.", 
10010-BL,[12/60] | 6.5 Inch Blue Muscari in Egg,GAR010,844557003165,156,156,20171123,12,$5.50,60,$5.25,A044,C044,B044,,"6.5""H x 3""Dia.",$2.75
10010-CR,[12/60] | 6.5 Inch Cream Muscari in Egg,GAR010,844557003172,123,123,20171123,12,$5.50,60,$5.25,A044,C044,B044,,"6.5""H x 3""Dia.",$2.75
10011A-WH,[6/24] | 9.5 Inch White Tulip in Twig Nest,GAR010,844557003196,110,110,20171123,6,$9.99,24,$9.50,A044,C044,A038,,"9.5""H",$4.99
10011A-YE,[6/24] | 9.5 Inch Yellow Tulip in Twig Nest,GAR010,844557003202,67,67,20171123,6,$9.99,24,$9.50,A044,C044,A038,,"9.5""H",$4.99
10032-GR,[8/48] | 49 Inch Green Foxtail Lily Spray,GAR010,844557003653,63,63,20171123,8,$7.99,48,$7.59,A045,C045,,,"49""L",$3.99
10032-PU,[8/48] | 49 Inch Purple Foxtail Lily Spray,GAR010,844557003660,312,312,20171123,8,$7.99,48,$7.59,A045,C045,,,"49""L",$3.99
10033-PU,[12/72] | 38 Inch Purple Round Foxtail Lily Spray,GAR010,844557003684,264,264,20171123,12,$5.50,72,$5.23,A045,C045,,,"38""L",$2.75
10034-GR,[12/96] | 49 Inch Green Slim Foxtail Lily Spray,GAR010,844557003707,83,83,20171123,12,$5.50,96,$5.23,A045,C045,,,"49""L",$2.75
10036C,[2/12] | 15.5 Inch Wood Plaque with Carrot,EVR010,844557009938,19,19,20171123,2,$15.99,12,$15.20,A090,A068,,,"15.5""H x 8""W x 1.5""D",$7.99
10041A,[SO][8/72] | 3 Inch Green Resin Sitting Bird,GAR010,844557004056,0,0,20180323,8,$2.50,72,$2.38,A007,C007,,,"3""H", 
10041B,[6/48] | 4 Inch Green Resin Sitting Bird,GAR010,844557004063,-474,294,20180201,6,$2.99,48,$2.84,A007,C007,,,"4""H x 4""W x 3""D", 
10045A,[12/36] | 38 Inch Cherry Blossom Spray,EVR010,844557004766,696,696,20171123,12,$9.99,36,$9.49,A045,,,,"38""L", 
10046-PU,[12/96] | 47 Inch Purple Berry Spray,EVR010,844557009990,-120,264,20180201,12,$8.50,96,$8.08,A045,,,,"47""L", 
10047A,[SO][6/48] | Box of 9 Assorted Brown Eggs,EVR010,844557010002,-6,-6,20180323,6,$4.50,48,$4.30,A038,B038,,,"Grad. Sizes 2.5""L",$2.25
10050B,[2/6] | Large Wheat Grass In Fenced Clay Pot,EVR010,844557006227,33,33,20171123,2,$25.99,6,$24.70,A044,A039,,,"16""H x 7.5""Dia.",$12.99
10053A,[1/4] | Set of 3 Brown Metal Tall Round Wire Baskets (Grad Sizes),EVR010,844557010033,17,17,20171123,1,$85.99,4,$81.70,A004,,,,"Grad. Sizes 17""H x 10""Dia.",$42.99
10057B,[2/12] | 11 Inch Gray Galvanized Metal Tin Watering Can,GAR010,844557006364,70,214,20171123,2,$18.50,12,$17.60,A030,C030,,,11”H x 17”W x 4”D, 
10060A,[12/72] | 46 Inch Plum Blossom Spray,GAR010,844557006432,336,1056,20171123,12,$6.99,72,$6.64,A045,C045,,,"46""L", 
