"Acrylic Irish Magnets, Set of Six",AMAGIR,"Home|Irish|Acrylic Irish Magnets, Set of Six","Our new Ireland Themed Magnet Set is perfect for anyone who loves a bit of Irish wisdom and cheekiness! A gentle reminder of what really matters in this world - family, friends and a positive attitude!
Designs include:
● Good Health, Good Luck, & Happiness For Today & Everyday
● If You’re Lucky Enough To Be Irish You’re Lucky Enough
● May You Have The Hindsight To Know Where You’ve Been, The Foresight To Know Where You Are Going, And The Insight To Know When You Have Gone Too Far
● And more...
Product Details:
● Packaged loose for individual resale and gifting
● Made from high quality Lucite material
● Printed using the highest quality inks and technology
● Each magnet is 3.75” x 2.75” x ⅛”
● Designed and printed in MA, USA
● RRP $7 Per Magnet",,,,,,,5,14.5,,,,,5,Lifeforce400,Lifeforce160,https://cdn11.bigcommerce.com/s-l8fm6tm/images/stencil/800x800/products/4487/10842/Acrylic_Magnets_6_Pack_2__95846.1713180079.png?c=2,Acrylic_Magnets_6_Pack_2__95846.1713180079.png?c=2,,,Lifeforce800,Acrylic_Magnets_6_Pack_2__95846.1713180079.png?c=2
"Congratulations on your confirmation. (with picture), Glass Stone",M-55,"Home|Individual Items|Glass Stones, Shiny|Miscellaneous Stones|Congratulations on your confirmation. (with picture), Glass Stone","Congratulations on your confirmation glass stone. 1.25"" in diameter. There is a minimum order quantity of 6 stones.",,,,,,,6,3.99,10,2.99,,,6,Lifeforce400,Lifeforce160,https://cdn11.bigcommerce.com/s-l8fm6tm/images/stencil/800x800/products/690/5754/congratulatinos_on_you_confirmation_800__18926.1537818980.jpg?c=2,congratulatinos_on_you_confirmation_800__18926.1537818980.jpg?c=2,,,Lifeforce800,congratulatinos_on_you_confirmation_800__18926.1537818980.jpg?c=2
"Chakra Shape - Third Eye, Glass Stone",CK-9,"Home|New Age|Chakra Shape - Third Eye, Glass Stone","This stone has the Third Eye Chakra Shape printed on a White glass stone with Dark Blue colored ink.
Each stone is approximately 1.25 inches in diameter. There is a minimum order quantity of 6 stones.",,,,,,,6,3.99,10,2.99,,,6,Lifeforce400,Lifeforce160,https://cdn11.bigcommerce.com/s-l8fm6tm/images/stencil/800x800/products/3444/9546/Shape_Third_Eye__81999.1686148007.png?c=2,Shape_Third_Eye__81999.1686148007.png?c=2,,,Lifeforce800,Shape_Third_Eye__81999.1686148007.png?c=2
"Happy Father's Day (Sailboat), Wooden Postcard",PCFDSB,"Home|Holidays|Happy Father's Day (Sailboat), Wooden Postcard","Happy Father’s Day Wooden Postcard – A Nautical Celebration for Dad
Set sail for a heartfelt Father’s Day with our Happy Father’s Day Wooden Postcard. Featuring a beautiful sailboat illustration, this postcard is the perfect gift for dads who love the ocean, sailing, or simply relaxing by the water. Whether he’s a seasoned sailor or just dreams of the open sea, this keepsake is a meaningful way to celebrate him.
Why Choose Our Happy Father’s Day Wooden Postcard?
High-Quality, Recycled Wood: Made from eco-friendly wood, this wooden postcard is durable and perfect for mailing, gifting, or display.
Elegant Nautical Design: The sailboat and ocean theme makes this postcard ideal for boating enthusiasts, beach lovers, or dads who appreciate the sea.
Timeless Keepsake: Unlike paper cards, this wooden postcard will last for years, serving as a special reminder of your love and appreciation.
Perfect for Father’s Day & Beyond: Great for celebrating Father’s Day, birthdays, or any special moment with Dad.
A Unique Gift for the Dad Who Loves the Water
Measuring approximately 4 x 6 inches, this lightweight yet sturdy wooden postcard can be mailed, framed, or displayed as a cherished keepsake. Whether your dad enjoys sailing, fishing, or simply watching the waves, this postcard will remind him of the serenity and adventure of the sea.
Wholesale for Your Store
This Happy Father’s Day Wooden Postcard is part of our Father’s Day Wooden Postcard Collection, making it easy to mix and match designs for a well-rounded selection in your store. 
To reach our lowest wholesale price of $2.99 per postcard, simply mix and match a total of 16 postcards from our collection.
Interested in custom designs? We offer low minimums. Contact us for more information on creating your own unique postcards.
To avoid any potential disruption in delivery, we suggest using 2 First Class Stamps.",,,,,,,1,6,16,2.99,,,1,Lifeforce400,Lifeforce160,https://cdn11.bigcommerce.com/s-l8fm6tm/images/stencil/800x800/products/4653/13014/Boat_Dad_FULL-Camera__20415.1747144332.png?c=2,Boat_Dad_FULL-Camera__20415.1747144332.png?c=2,,,Lifeforce800,Boat_Dad_FULL-Camera__20415.1747144332.png?c=2
"1776 to 2026, Glass Ornament",1776GO,"Home|Holidays|USA 250|1776 to 2026, Glass Ornament","1776 to 2026 Glass Ornament – USA 250 Commemorative Keepsake
Celebrate 250 years of American independence with this elegant glass ornament, featuring the bold red and blue design “1776 to 2026 – 250 Years.”
Crafted from high-quality beveled glass and printed in-house, this round ornament catches the light beautifully and serves as a timeless keepsake for patriots, collectors, museums, and historic gift shops. Whether displayed year-round or as part of a special USA 250 exhibit, it’s a striking tribute to America's founding and legacy.
Key Features:
Premium clear glass 
3.25"" round ornament with a red ribbon for easy hanging
Ideal for gifting
Available for wholesale, mix and match 10+ ornaments for bulk pricing
Wholesale Information:
Perfect for gift shops, holiday markets, and retailers
Mix and match 10 or more ornaments for the best wholesale pricing
Ideal for USA 250 celebrations, historic sites, and patriotic décor",,,,,,,1,16.99,10,8.99,,,1,Lifeforce400,Lifeforce160,https://cdn11.bigcommerce.com/s-l8fm6tm/images/stencil/800x800/products/4682/13533/1776-2026_Ornament-Camera_2__16088.1752669685.png?c=2,1776-2026_Ornament-Camera_2__16088.1752669685.png?c=2,,,Lifeforce800,1776-2026_Ornament-Camera_2__16088.1752669685.png?c=2
"Welcome Little One (Boy), Wooden Postcard",PCWLOB,"Home|Hospital|Welcome Little One (Boy), Wooden Postcard","Welcome Little One (Boy), Wooden Postcard
Celebrate the arrival of a new baby with our Welcome Little One Wooden Postcard. Featuring an adorable watercolor design with a smiling sun, cloud, and a sweet baby mobile, this postcard is the perfect way to welcome a newborn into the world. The soft colors and dreamy illustration make this postcard a thoughtful keepsake that new parents will treasure as a reminder of this special time.
Measuring 4"" x 6"" and 1/8 of an inch thick, it’s the ideal size for mailing or for gifting along with a baby shower present. Laser cut and printed in-house on sustainably sourced wood, this eco-friendly postcard provides a lasting alternative to traditional greeting cards, making it a beautiful and durable keepsake that can be displayed in the nursery. Available for wholesale, the Welcome Little One Wooden Postcard is perfect for retailers who want to offer unique, eco-conscious baby shower or new baby gifts.
Key Features:
Adorable Baby-Themed Design: Features a sweet watercolor sun, cloud, and baby mobile, along with the message ""Welcome Little One,"" perfect for celebrating a new baby.
Perfect for New Baby Greetings: Ideal for sending congratulations to new parents or including in a baby shower gift for a memorable keepsake.
Eco-Friendly Material: Made from sustainably sourced wood, offering an environmentally conscious alternative to traditional paper greeting cards.
Durable Keepsake: At 1/8 of an inch thick, this sturdy wooden postcard is designed to be a lasting memento that can be displayed in a nursery or keepsake box.
Wholesale Availability: Available in bulk for retailers looking to stock unique, eco-friendly cards and baby gifts.
Why Choose Our ""Welcome Little One"" Wooden Postcard?
Eco-Friendly & Memorable: Crafted from sustainably sourced wood, this postcard offers a unique, eco-conscious way to celebrate the arrival of a new baby.
Charming & Sweet Design: The soft, baby-themed watercolor illustration and ""Welcome Little One"" message make it a cherished keepsake for new parents.
Perfect for Retail & Personal Use: Whether you're sending it to a friend or adding it to your store’s collection, this wooden postcard is a meaningful and sustainable way to celebrate a new arrival.
To reach our lowest wholesale price of $2.99 per postcard, simply mix and match a total of 16 postcards from our collection. Interested in custom designs? We offer low minimums—contact us for more information on creating your own unique postcards.
To avoid any potential disruption in delivery, we suggest using 2 First Class Stamps.",,,,,,,1,6,16,2.99,,,1,Lifeforce400,Lifeforce160,https://cdn11.bigcommerce.com/s-l8fm6tm/images/stencil/800x800/products/4571/13254/Welcome_Little_One_Boy_FULL-Camera__83240.1748528241.png?c=2,Welcome_Little_One_Boy_FULL-Camera__83240.1748528241.png?c=2,,,Lifeforce800,Welcome_Little_One_Boy_FULL-Camera__83240.1748528241.png?c=2
"Every Day Is A Gift, Acrylic Magnet",AMAG3,"Home|Hospital|Every Day Is A Gift, Acrylic Magnet","Cherish every moment!
This magnet features the inspirational reminder: “Everyday Is A Gift” Featuring white lettering on a background of a colorful wildflower field at dawn. 
A Perfect gift for those who appreciate inspirational messages and the spirit of overcoming obstacles.
A great item to say “I care about you” & “You can do it”. Who wouldn’t love a magnet as a daily reminder cheering them on. 
Visually beautiful, with a meaningful message, our magnets are going to attract your attention! 
-Each magnet measures approximately 3.75” x 2.75” x ⅛”
-Made from high quality acrylic
-Digitally printed
-Made in the USA/Massachusetts",,,,,,,1,7,16,5,,,1,Lifeforce400,Lifeforce160,https://cdn11.bigcommerce.com/s-l8fm6tm/images/stencil/800x800/products/4497/10544/Everyday_is_a_gift-Camera_7__72493.1712747788.png?c=2,Everyday_is_a_gift-Camera_7__72493.1712747788.png?c=2,,,Lifeforce800,Everyday_is_a_gift-Camera_7__72493.1712747788.png?c=2
"Chakra Shape - Root, Glass Stone",CK-14,"Home|New Age|Chakra Shape - Root, Glass Stone","This stone has the Root Chakra Shape printed on an Opal White glass stone with Red colored ink.
Each stone is approximately 1.25 inches in diameter. There is a minimum order quantity of 6 stones.",,,,,,,6,3.99,10,2.99,,,6,Lifeforce400,Lifeforce160,https://cdn11.bigcommerce.com/s-l8fm6tm/images/stencil/800x800/products/3449/9539/Shape_Root__16443.1686069974.png?c=2,Shape_Root__16443.1686069974.png?c=2,,,Lifeforce800,Shape_Root__16443.1686069974.png?c=2
Irish Stone Assortment - 100 pieces,ISA,Home|Irish|Irish Stone Assortment - 100 pieces,"100 glass stones in various shades of translucent and opaque green are imprinted with all of our Irish sayings and images. A basket and header display is included. Each stone is approximately 1.25"" in diameter. The styles are:
Claddagh
Trinity Knot
Triquetra
Good Luck
Spiral
Tree of Life
Failte
Kiss Me, I'm Irish
Celtic Cross
Erin Go Bragh
Celtic Cross 2
Celtic Knot
Slainte
Four-leaf clover
Shamrock
Luck of the Irish
 May the road rise to meet you...
If you're lucky enough to be Irish, you're lucky enough.
There are the Irish and those who want to be.
 If you prefer to select individual stones for your assortment, click here. The price will decrease as you shop.
   ",,,,,,,1,125,5,118.75,,,1,Lifeforce400,Lifeforce160,https://cdn11.bigcommerce.com/s-l8fm6tm/images/stencil/800x800/products/560/12491/Irish_Stones_Group_Photo__93106.1743094380.png?c=2,Irish_Stones_Group_Photo__93106.1743094380.png?c=2,,,Lifeforce800,Irish_Stones_Group_Photo__93106.1743094380.png?c=2
"Sagittarius, Glass Stone",Z-9,"Home|New Age|Sagittarius, Glass Stone","For the ever exploring Sagittarius these glass stones are light weight and easy to take along on expeditions. 1.25"" in diameter. Various colors, if you have a preference please let us know. There is a minimum order quantity of 6 stones.",,,,,,,6,3.99,10,2.99,,,6,Lifeforce400,Lifeforce160,https://cdn11.bigcommerce.com/s-l8fm6tm/images/stencil/800x800/products/1203/4979/sagittarius_800__77480.1534882429.jpg?c=2,sagittarius_800__77480.1534882429.jpg?c=2,,,Lifeforce800,sagittarius_800__77480.1534882429.jpg?c=2
