Freedom Flowers 18in Spray,BG245,,,Out Of Stock,,,,,,1,6.75,,,,,1,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/1/0/1000067186.jpg,1000067186.jpg,,,Harv800,1000067186.jpg
Freedom Flowers Wreath,BG244,,,In Stock,,,,,,1,28.99,,,,,1,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/1/0/1000067188.jpg,1000067188.jpg,,,Harv800,1000067188.jpg
Freedom Flowers 6.5in Candle Ring,BG243,,,Out Of Stock,,,,,,1,9.25,,,,,1,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/1/0/1000067190.jpg,1000067190.jpg,,,Harv800,1000067190.jpg
Freedom Flowers 4ft Garland,BG248,,,In Stock,,,,,,6,16.99,,,,,6,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/1/0/1000067196.jpg,1000067196.jpg,,,Harv800,1000067196.jpg
Freedom Flowers 4.5in Candle Ring,BG242,,,Out Of Stock,,,,,,1,6.75,,,,,1,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/1/0/1000067199.jpg,1000067199.jpg,,,Harv800,1000067199.jpg
Summer Sunshine Bush 19in,BG285,,,In Stock,,,,,,12,7.25,,,,,12,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/1/0/1000069221.jpg,1000069221.jpg,,,Harv800,1000069221.jpg
Holdiay Red 3D Moving Flame Candle 3x6in,CA249,,"Add a festive touch to your holiday decor with our Holiday Red 3D Moving Flame Candle. This realistic candle features a 3D moving flame effect that mimics the flicker of a real flame. The rich red color and detailed design make it the perfect addition to any Christmas or winter display.
Made with high-quality wax and a battery-operated LED light, this candle is safe and easy to use. Simply turn it on and enjoy the warm, cozy glow without any worries of open flames or messy wax. The 3D moving flame effect adds an extra element of realism, making it a great alternative to traditional candles. The candle also has a built-in timer function that can be set for 6 hours on and 18 hours off, allowing you to set it and forget it. Measuring 3 inches in diameter and 6 inches in height, this candle is the perfect size for tabletops, mantels, or shelves. It also makes a great gift for friends and family who love holiday decor or candles. Bring the magic of a candlelit Christmas into your home with our Holiday Red 3D Moving Flame Candle. Order now and add a touch of warmth and charm to your holiday celebrations.",In Stock,,,,,,6,9.99,,,,,6,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/2/0/20231212_181158218_ios.jpg,20231212_181158218_ios.jpg,,,Harv800,20231212_181158218_ios.jpg
Black Moving Flame LED Candle 3x6in,CA228,,"The Black Moving Flame LED Candle 3x6in is a realistic flameless candle that features a black wax exterior for a sleek and modern look. The candle uses LED lighting technology to simulate the flickering motion of a real flame, creating a warm and cozy ambiance. The dimensions of the candle are 3 inches in diameter and 6 inches in height, making it the perfect size for placing on a table or shelf. This candle is a great alternative to traditional candles, as it is safe and long-lasting, with a battery life of 6 hours on and 18 hours off timer function for convenience and energy-efficiency. Add a touch of elegance to your home with this stunning Black Moving Flame LED Candle.",In Stock,,,,,,6,9.99,,,,,6,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/2/0/20231214_162039954_ios.jpg,20231214_162039954_ios.jpg,,,Harv800,20231214_162039954_ios.jpg
Black Moving Flame LED Candle 3x4in,CA227,,"Black Moving Flame LED Candle 3x4in
Easily create a warm and cozy atmosphere with this black moving flame LED candle. Perfect for any room in your home, this candle features a realistic flickering flame effect and is made with high-quality wax to mimic the look of a real candle, With 6 hours on and 18 hours off timer.
Buy Now",In Stock,,,,,,6,7.99,,,,,6,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/2/0/20231214_162039954_ios_1.jpg,20231214_162039954_ios_1.jpg,,,Harv800,20231214_162039954_ios_1.jpg
Buttercup Wildflowers 18in Spray,BG235,,,In Stock,,,,,,12,7.25,,,,,12,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/2/0/20250304_102628.jpg,20250304_102628.jpg,,,Harv800,20250304_102628.jpg
Cotton Candy 19in Bush,BG275,,,In Stock,,,,,,12,7.25,,,,,12,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/2/0/20250304_105256.jpg,20250304_105256.jpg,,,Harv800,20250304_105256.jpg
Red Electric Moving Flame LED Candle 5.5in,CA310,,"The Red Electric Moving Flame LED Candle 5.5in is a beautiful and realistic alternative to traditional candles. It is designed with a red exterior and a moving flame LED light, creating the illusion of a real burning flame. This candle is great for creating ambiance in any room, without the worry of an open flame. Made with high-quality materials, this LED candle is both durable and safe to use. Its 5.5-inch height makes it the perfect size for a variety of settings, such as on a mantel, dining table, or bedside table. One of the unique features of this candle is its moving flame. This creates a flickering effect that mimics the behavior of a real flame, adding to the overall authenticity and charm of the candle. In addition to its realistic appearance, the Red Electric Moving Flame LED Candle is also convenient to use. It can be easily turned on and off using a switch on the bottom, and it also has a timer function that can be set for 6 hours on and 18 hours off. This feature is perfect for those who want to enjoy the ambiance of a candle without having to remember to turn it off. This LED candle is also a great option for those with kids or pets, as there is no heat or smoke emitted from the flame. It is also a worry-free option for those who tend to forget to blow out candles before leaving the house. In summary, the Red Electric Moving Flame LED Candle 5.5in is a stylish, safe, and convenient option for adding warmth and ambiance to any room. Its realistic appearance and unique features make it a standout choice for all candle lovers.",In Stock,,,,,,6,14.99,,,,,6,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/2/0/20250816_100429.jpg,20250816_100429.jpg,,,Harv800,20250816_100429.jpg
White Enamel Wooden Bunny 10x6in,MG2125,,"This adorable Wooden Bunny figurine is the perfect addition to your Easter or spring decor. It is made of high-quality white enamel and measures 10x6 inches, making it a great size for any room in your home.",Out Of Stock,,,,,,1,6.99,,,,,1,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/3/d/3d_enamel_bunny_mg2125.jpg,3d_enamel_bunny_mg2125.jpg,,,Harv800,3d_enamel_bunny_mg2125.jpg
Snowman Bumpy White Moving Flame LED Candle 6in by 6in,CQ144,,"This Snowman Bumpy White Moving Flame LED Candle is a beautiful way to add some festive charm to your home. With its realistic flickering flame and adorable snowman design, this candle will brighten up any room during the holiday season. The candle measures 6 inches in both height and diameter, making it the perfect size for displaying on a mantle, shelf, or as a centerpiece. The bumpy texture on the outside gives it a unique look and feel, while the white color adds a touch of elegance. The moving flame technology creates a realistic burning effect, without the danger of an open flame. This makes it a safe and worry-free option for homes with children or pets. To turn the candle on, simply flip the switch on the bottom. The LED light emits a warm white glow that will last for hours. The candle also has a built-in timer function that can be set for 6 hours on and 18 hours off, allowing you to set it and forget it, making it perfect for adding ambiance to your home during a holiday dinner or gathering. Add some warmth and charm to your holiday decor with this Snowman Bumpy White Moving Flame LED Candle. It's a festive and safe option for lighting up your home during the most magical time of the year.",In Stock,,,,,,6,18.99,,,,,6,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/6/x/6x6.jpg,6x6.jpg,,,Harv800,6x6.jpg
Ice Cream Scoop Ornament 2.5x5.5in,AS133,,,In Stock,,,,,,12,3.5,,,,,12,Harv400,,https://www.whdfloral.com/media/catalog/product/cache/14c5aaa74e1db863d4fcff84f49267c3/a/s/as133.jpg,as133.jpg,,,Harv800,as133.jpg
