CHERUB COLLECTION CANDLES,CHERUB COLLECTION CANDLES,,"The Cherub Collection by Surf's Up Candle is a heavenly line of hand-poured soy candles designed to fill your space with angelic scents and a touch of charm. Each candle features a clean, long-lasting burn and comes in a beautifully crafted jar adorned with cherubic designs. Perfect for gifting or creating a cozy atmosphere, this collection brings a little piece of paradise into your home. Indulge in soothing aromas inspired by serenity and love! 👼",,,,,Pint Paint Can,,3,$26.00 ,,,,,3,Surfs400,Surfs160,https://www.surfsupcandle.com/cdn/shop/files/IMG_4137_2.jpg?v=1738305135&width=3457,IMG_4137_2.jpg?v=1738305135&width=3457,Winter Pines,,Surfs800,IMG_4137_2.jpg?v=1738305135&width=3457
CHERUB COLLECTION CANDLES,CHERUB COLLECTION CANDLES,,"The Cherub Collection by Surf's Up Candle is a heavenly line of hand-poured soy candles designed to fill your space with angelic scents and a touch of charm. Each candle features a clean, long-lasting burn and comes in a beautifully crafted jar adorned with cherubic designs. Perfect for gifting or creating a cozy atmosphere, this collection brings a little piece of paradise into your home. Indulge in soothing aromas inspired by serenity and love! 👼",,,,,Pint Paint Can,,3,$26.00 ,,,,,3,Surfs400,Surfs160,https://www.surfsupcandle.com/cdn/shop/files/IMG_41352.jpg?v=1738305135&width=2563,IMG_41352.jpg?v=1738305135&width=2563,Snowlit Cherub,,Surfs800,IMG_41352.jpg?v=1738305135&width=2563
CHERUB COLLECTION CANDLES,CHERUB COLLECTION CANDLES,,"The Cherub Collection by Surf's Up Candle is a heavenly line of hand-poured soy candles designed to fill your space with angelic scents and a touch of charm. Each candle features a clean, long-lasting burn and comes in a beautifully crafted jar adorned with cherubic designs. Perfect for gifting or creating a cozy atmosphere, this collection brings a little piece of paradise into your home. Indulge in soothing aromas inspired by serenity and love! 👼",,,,,Pint Paint Can,,3,$26.00 ,,,,,3,Surfs400,Surfs160,https://www.surfsupcandle.com/cdn/shop/files/IMG_41332.jpg?v=1738305135&width=2579,IMG_41332.jpg?v=1738305135&width=2579,Cranberry Apple,,Surfs800,IMG_41332.jpg?v=1738305135&width=2579
CHERUB COLLECTION CANDLES,CHERUB COLLECTION CANDLES,,"The Cherub Collection by Surf's Up Candle is a heavenly line of hand-poured soy candles designed to fill your space with angelic scents and a touch of charm. Each candle features a clean, long-lasting burn and comes in a beautifully crafted jar adorned with cherubic designs. Perfect for gifting or creating a cozy atmosphere, this collection brings a little piece of paradise into your home. Indulge in soothing aromas inspired by serenity and love! 👼",,,,,Large Mason Jar,,3,$24.00 ,,,,,3,Surfs400,Surfs160,https://www.surfsupcandle.com/cdn/shop/files/IMG_41322.jpg?v=1738305135&width=2529,IMG_41322.jpg?v=1738305135&width=2529,Winter Pines,,Surfs800,IMG_41322.jpg?v=1738305135&width=2529
CHERUB COLLECTION CANDLES,CHERUB COLLECTION CANDLES,,"The Cherub Collection by Surf's Up Candle is a heavenly line of hand-poured soy candles designed to fill your space with angelic scents and a touch of charm. Each candle features a clean, long-lasting burn and comes in a beautifully crafted jar adorned with cherubic designs. Perfect for gifting or creating a cozy atmosphere, this collection brings a little piece of paradise into your home. Indulge in soothing aromas inspired by serenity and love! 👼",,,,,Large Mason Jar,,3,$24.00 ,,,,,3,Surfs400,Surfs160,https://www.surfsupcandle.com/cdn/shop/files/IMG_41302.jpg?v=1738305135&width=2786,IMG_41302.jpg?v=1738305135&width=2786,Snowlit Cherub,,Surfs800,IMG_41302.jpg?v=1738305135&width=2786
CHERUB COLLECTION CANDLES,CHERUB COLLECTION CANDLES,,"The Cherub Collection by Surf's Up Candle is a heavenly line of hand-poured soy candles designed to fill your space with angelic scents and a touch of charm. Each candle features a clean, long-lasting burn and comes in a beautifully crafted jar adorned with cherubic designs. Perfect for gifting or creating a cozy atmosphere, this collection brings a little piece of paradise into your home. Indulge in soothing aromas inspired by serenity and love! 👼",,,,,Large Mason Jar,,3,$24.00 ,,,,,3,Surfs400,Surfs160,https://www.surfsupcandle.com/cdn/shop/files/IMG_41312.jpg?v=1738305135&width=2551,IMG_41312.jpg?v=1738305135&width=2551,Cranberry Apple,,Surfs800,IMG_41312.jpg?v=1738305135&width=2551
WINTER NIGHTS - LAYERED MASON JAR CANDLE,WINTER NIGHTS - LAYERED MASON JAR CANDLE,,"❄️Enjoy the aroma of Winter in our triple layered candle!

◾Winter Nights Triple Layer Mason Jar:

▪️ Winter Forest: Bring the rich woodsy aroma of winter forest into your home. A great holiday blend of bayberry, fir, balsam, and with hints of clove, nutmeg, and ginger.
▪️ Fir & Cloves: Fir and Cloves is one of our best selling winter scents. This fragrance is the perfect addition to any wintertime space! This combination of fir and clove balsam mingled with earthy notes of moss and amber is the ideal medium between earthy and wintertime.
▪️ Evergreen Dream: Have every morning smell like an Evergreen with our Evergreen Dream candle. This scent mixes pine, cedarwood, fir needles, and spearmint.
🏄🏽‍♀️Surf's Up candles are all natural soy wax, no dyes, paraffin, lead, or petroleum content

💫Hand Poured in Small Batches using custom created scents

🔥Features a cotton wick to ensure a smooth, clean burn

🔹Made in the U.S.A.

Available sizes👇🏽

▪️ Jumbo: 26oz Reusable Mason Jar with an approximate 140 hour burn time
▪️ Large: 16oz Reusable Mason Jar with an approximate 80 hour burn time",,,,,26oz Jumbo,,3,$36.00 ,,,,,3,Surfs400,Surfs160,https://www.surfsupcandle.com/cdn/shop/files/IMG_4082.jpg?v=1738138140&width=2427,IMG_4082.jpg?v=1738138140&width=2427,,,Surfs800,IMG_4082.jpg?v=1738138140&width=2427
WINTER NIGHTS - LAYERED MASON JAR CANDLE,WINTER NIGHTS - LAYERED MASON JAR CANDLE,,"❄️Enjoy the aroma of Winter in our triple layered candle!

◾Winter Nights Triple Layer Mason Jar:

▪️ Winter Forest: Bring the rich woodsy aroma of winter forest into your home. A great holiday blend of bayberry, fir, balsam, and with hints of clove, nutmeg, and ginger.
▪️ Fir & Cloves: Fir and Cloves is one of our best selling winter scents. This fragrance is the perfect addition to any wintertime space! This combination of fir and clove balsam mingled with earthy notes of moss and amber is the ideal medium between earthy and wintertime.
▪️ Evergreen Dream: Have every morning smell like an Evergreen with our Evergreen Dream candle. This scent mixes pine, cedarwood, fir needles, and spearmint.
🏄🏽‍♀️Surf's Up candles are all natural soy wax, no dyes, paraffin, lead, or petroleum content

💫Hand Poured in Small Batches using custom created scents

🔥Features a cotton wick to ensure a smooth, clean burn

🔹Made in the U.S.A.

Available sizes👇🏽

▪️ Jumbo: 26oz Reusable Mason Jar with an approximate 140 hour burn time
▪️ Large: 16oz Reusable Mason Jar with an approximate 80 hour burn time",,,,,16oz Large,,3,$24.00 ,,,,,3,Surfs400,Surfs160,https://www.surfsupcandle.com/cdn/shop/files/IMG_4081.jpg?v=1738138156&width=2136,IMG_4081.jpg?v=1738138156&width=2136,,,Surfs800,IMG_4081.jpg?v=1738138156&width=2136
FIR AND CLOVES PAINT CAN CANDLE - BROWN BAG COLLECTION,FIR AND CLOVES PAINT CAN CANDLE - BROWN BAG COLLECTION,,"😍Fir and Cloves is one of our best selling winter scents. This fragrance is the perfect addition to any wintertime space! This combination of fir and clove balsam mingled with earthy notes of moss and amber is the ideal medium between earthy and wintertime.

🏄🏽‍♀️Surf's Up candles are all natural soy wax, no dyes, paraffin, lead, or petroleum content

💫Hand Poured in Small Batches using custom created scents

🔥Features a cotton wick to ensure a smooth, clean burn

🔹Made in the U.S.A.

Available sizes👇🏽

▪️ Pint Paint Can : 16oz with an approximate 80 hour burn time",,,,,Pint Paint Can,,3,$12.00 ,,,,,3,Surfs400,Surfs160,https://www.surfsupcandle.com/cdn/shop/files/IMG_4013.jpg?v=1737725571&width=3024,IMG_4013.jpg?v=1737725571&width=3024,,,Surfs800,IMG_4013.jpg?v=1737725571&width=3024
CRANBERRY APPLE PAINT CAN CANDLE - BROWN BAG COLLECTION,CRANBERRY APPLE PAINT CAN CANDLE - BROWN BAG COLLECTION,,"😍Fall into the sweet aroma of Cranberry Apple. You'll want to bake your favorite pie while smelling the combination of cranberry, apple, cinnamon, and vanilla.

🏄🏽‍♀️Surf's Up candles are all natural soy wax, no dyes, paraffin, lead, or petroleum content

💫Hand Poured in Small Batches using custom created scents

🔥Features a cotton wick to ensure a smooth, clean burn

🔹Made in the U.S.A.

Available sizes👇🏽

▪️ Pint Paint Can : 16oz with an approximate 80 hour burn time",,,,,Pint Paint Can,,3,$12.00 ,,,,,3,Surfs400,Surfs160,https://www.surfsupcandle.com/cdn/shop/files/IMG_4014.jpg?v=1737725459&width=3024,IMG_4014.jpg?v=1737725459&width=3024,,,Surfs800,IMG_4014.jpg?v=1737725459&width=3024
