Pvt Label Bee Bar Display,DPL1,(All) Honey House Naturals|Bee Bar,"""Inspiring Business"" They remember your great customer service, they know you carry the best merchandise, but they can't quite remember the name of your store! Keep the good experience fresh in their minds, along with your logo and contact information on these stunning Bee Bar tins. Beautifully embossed and artfully designed, these tins become customer keepsakes along with your own vital business information. They'll relish the experience - they'll remember you! One case of 18 Large Private Label Bee Bars for $117.00 each. Three cases of 18 Large Private Label Bee Bars for $106.25 each. If you have already set up your labels with us, go ahead and order - Please let us know any special requests in the notes when you check out! Interested? Here are some things you need to know: 1) There is a one-time set-up fee of $30.00.  2) These are printed with black ink on a gold foil label. Clear, defined lines work best. 3) Be prepared to e-mail us your logo for the center of the label, and your contact information for the outside perimeter of the label. 4) Contact sheryl@honeyhousenaturals.com or call at 253-926-8193 to get started!",,,,,,,1.00,117.00,,,,,1.00,honeyhouse400,honeyhouse160,mn1_002371.jpg,mn1_002371.jpg,,,honeyhouse800,mn1_002371.jpg,,,,,,,,,
Bee Bar - Large - Citrus,LLC,(All) Honey House Naturals|Bee Bar Large,"This marvelous solid bar is a Lotion!  Yes, and as the Bee Bar lotion is picked up and warmed by the hands or skin, the essential oils and butters are released and can be gently massaged into the skin and absorbed like any lotion. Because the bar is made without water, it won't dry out and it will last a long time even with daily use. It won't come off on fabric or paper and you can wash your hands several times without having to reapply the lotion because the beeswax seals in all of the emollients. For this reason, it is unprecedented as a soothing moisturizer for dry cracked or damaged skin. For best results, keep the Bee Bar out on a plate and keep it close at hand in your bathroom, kitchen, bedroom or office. The Large 2 oz Bee Bar Lotion is perfect for home or office and with daily use should last approximately 6 months.",,,,,.20lbs,,1.00,6.25,,,,,1.00,honeyhouse400,honeyhouse160,RLL.jpg,RLL.jpg,,,honeyhouse800,RLL.jpg,,,,,,,,,
Bee Bar- Large - Hawaiian,LLH,(All) Honey House Naturals|Bee Bar Large,"This marvelous solid bar is a Lotion!  Yes, and as the Bee Bar lotion is picked up and warmed by the hands or skin, the essential oils and butters are released and can be gently massaged into the skin and absorbed like any lotion. Because the bar is made without water, it won't dry out and it will last a long time even with daily use. It won't come off on fabric or paper and you can wash your hands several times without having to reapply the lotion because the beeswax seals in all of the emollients. For this reason, it is unprecedented as a soothing moisturizer for dry cracked or damaged skin. For best results, keep the Bee Bar out on a plate and keep it close at hand in your bathroom, kitchen, bedroom or office. The Large 2 oz Bee Bar Lotion is perfect for home or office and with daily use should last approximately 6 months.",,,,,.20 lbs,,1.00,6.25,,,,,1.00,honeyhouse400,honeyhouse160,RLL.jpg,RLL.jpg,,,honeyhouse800,RLL.jpg,,,,,,,,,
Bee Bar - Large - Lavender,LLL,(All) Honey House Naturals|Bee Bar Large,"This marvelous solid bar is a Lotion!  Yes, and as the Bee Bar lotion is picked up and warmed by the hands or skin, the essential oils and butters are released and can be gently massaged into the skin and absorbed like any lotion. Because the bar is made without water, it won't dry out and it will last a long time even with daily use. It won't come off on fabric or paper and you can wash your hands several times without having to reapply the lotion because the beeswax seals in all of the emollients. For this reason, it is unprecedented as a soothing moisturizer for dry cracked or damaged skin. For best results, keep the Bee Bar out on a plate and keep it close at hand in your bathroom, kitchen, bedroom or office. The Large 2 oz Bee Bar Lotion is perfect for home or office and with daily use should last approximately 6 months.",,,,,.20 lbs,,1.00,6.25,,,,,1.00,honeyhouse400,honeyhouse160,RLL.jpg,RLL.jpg,,,honeyhouse800,RLL.jpg,,,,,,,,,
Bee Bar - Large - Natural,LLN,(All) Honey House Naturals|Bee Bar Large,"This marvelous solid bar is a Lotion!  Yes, and as the Bee Bar lotion is picked up and warmed by the hands or skin, the essential oils and butters are released and can be gently massaged into the skin and absorbed like any lotion. Because the bar is made without water, it won't dry out and it will last a long time even with daily use. It won't come off on fabric or paper and you can wash your hands several times without having to reapply the lotion because the beeswax seals in all of the emollients. For this reason, it is unprecedented as a soothing moisturizer for dry cracked or damaged skin. For best results, keep the Bee Bar out on a plate and keep it close at hand in your bathroom, kitchen, bedroom or office. The Large 2 oz Bee Bar Lotion is perfect for home or office and with daily use should last approximately 6 months.",,,,,.20 lbs,,1.00,6.25,,,,,1.00,honeyhouse400,honeyhouse160,RLL.jpg,RLL.jpg,,,honeyhouse800,RLL.jpg,,,,,,,,,
Bee Bar - Large - Vanilla,LLV,(All) Honey House Naturals|Bee Bar Large,"This marvelous solid bar is a Lotion!  Yes, and as the Bee Bar lotion is picked up and warmed by the hands or skin, the essential oils and butters are released and can be gently massaged into the skin and absorbed like any lotion. Because the bar is made without water, it won't dry out and it will last a long time even with daily use. It won't come off on fabric or paper and you can wash your hands several times without having to reapply the lotion because the beeswax seals in all of the emollients. For this reason, it is unprecedented as a soothing moisturizer for dry cracked or damaged skin. For best results, keep the Bee Bar out on a plate and keep it close at hand in your bathroom, kitchen, bedroom or office. The Large 2 oz Bee Bar Lotion is perfect for home or office and with daily use should last approximately 6 months.",,,,,.20 lbs,,1.00,6.25,,,,,1.00,honeyhouse400,honeyhouse160,RLL.jpg,RLL.jpg,,,honeyhouse800,RLL.jpg,,,,,,,,,
Promo Handouts 25/pc Cream,PC25,(All) Honey House Naturals|Bee Butter Cream Tester Tubes 4 Oz,"Are you having a special event at your store? Do you like to have little samples to give out in goody bags to your loyal customers? We have some nifty little samples that will satisfy just such a need. Look through our offering of snap-top containers that hold the Bee Bar, Bee Butter, Lip Butter, Belly Bar, Shampoo and Conditioner, Soap Bars and Liquid Soap. You are sure to find something that will work just right for you and your customers! Set of 25 Bee Bar Samples-$12.50 Set of 25 Lip Butter Samples-$6.25 Set of 25 Belly Bar Samples-$12.50 Set of 25 Bee Butter Samples-$6.25 Set of 25 Soap Bar Samples-$12.50 Set of 12 Liquid Soap Samples -$6.00 Set of 2- 1 of each Shampoo/Conditioner (.5oz)$1.50
View Bee Butter Cream Ingredients",,,,,,,1.00,12.50,,,,,1.00,honeyhouse400,honeyhouse160,mn1_000046.jpg,mn1_000046.jpg,,,honeyhouse800,mn1_000046.jpg,,,,,,,,,
BEE BUTTER LOTION TUBE CITRUS,LTBBC,(All) Honey House Naturals|Bee Butter Lotion,"Bee Butter Cream is now available in 4 ounce tubes! Offered in three luscious fragrances in our famous oh, so rich formula. Bee kind to your skin all over with this lotion of indulgent creamy Bee Butter. A little goes a long way! Precious Honey, Beeswax and Royal Jelly, the ""nectar of youth"" for the Queen Bee, naturally retains moisture in thirsty skin cells. As you massage it into your own royal skin, you will sense the restorative, soothing influence of all things natural. Indulge. Enjoy. Indulge again! Offered in three fragrances of Honey, Citrus, Vanilla.",,,,,.20 lbs,,1.00,5.00,,,,,1.00,honeyhouse400,honeyhouse160,RLTBB.jpg,RLTBB.jpg,,,honeyhouse800,RLTBB.jpg,,,,,,,,,
BEE BUTTER LOTION TUBE HONEY,LTBBH,(All) Honey House Naturals|Bee Butter Lotion,"Bee Butter Cream is now available in 4 ounce tubes! Offered in three luscious fragrances in our famous oh, so rich formula. Bee kind to your skin all over with this lotion of indulgent creamy Bee Butter. A little goes a long way! Precious Honey, Beeswax and Royal Jelly, the ""nectar of youth"" for the Queen Bee, naturally retains moisture in thirsty skin cells. As you massage it into your own royal skin, you will sense the restorative, soothing influence of all things natural. Indulge. Enjoy. Indulge again! Offered in three fragrances of Honey, Citrus, Vanilla.",,,,,.20 lbs,,1.00,5.00,,,,,1.00,honeyhouse400,honeyhouse160,RLTBB.jpg,RLTBB.jpg,,,honeyhouse800,RLTBB.jpg,,,,,,,,,
BEE BUTTER LOTION TUBE VANILLA,LTBBV,(All) Honey House Naturals|Bee Butter Lotion,"Bee Butter Cream is now available in 4 ounce tubes! Offered in three luscious fragrances in our famous oh, so rich formula. Bee kind to your skin all over with this lotion of indulgent creamy Bee Butter. A little goes a long way! Precious Honey, Beeswax and Royal Jelly, the ""nectar of youth"" for the Queen Bee, naturally retains moisture in thirsty skin cells. As you massage it into your own royal skin, you will sense the restorative, soothing influence of all things natural. Indulge. Enjoy. Indulge again! Offered in three fragrances of Honey, Citrus, Vanilla.",,,,,.20 lbs,,1.00,5.00,,,,,1.00,honeyhouse400,honeyhouse160,RLTBB.jpg,RLTBB.jpg,,,honeyhouse800,RLTBB.jpg,,,,,,,,,
Bee Butter Lotion Tube Hawaiian,LTBBHA,(All) Honey House Naturals|Bee Butter Lotion,"Bee Butter Cream is now available in 4 ounce tubes! Offered in three luscious fragrances in our famous oh, so rich formula. Bee kind to your skin all over with this lotion of indulgent creamy Bee Butter. A little goes a long way! Precious Honey, Beeswax and Royal Jelly, the ""nectar of youth"" for the Queen Bee, naturally retains moisture in thirsty skin cells. As you massage it into your own royal skin, you will sense the restorative, soothing influence of all things natural. Indulge. Enjoy. Indulge again! Offered in three fragrances of Honey, Citrus, Vanilla.",,,,,,,1.00,5.00,,,,,1.00,honeyhouse400,honeyhouse160,RLTBB.jpg,RLTBB.jpg,,,honeyhouse800,RLTBB.jpg,,,,,,,,,
Bee Butter Lotion Tube Natural,LTBBN,(All) Honey House Naturals|Bee Butter Lotion,"Bee Butter Cream is now available in 4 ounce tubes! Offered in three luscious fragrances in our famous oh, so rich formula. Bee kind to your skin all over with this lotion of indulgent creamy Bee Butter. A little goes a long way! Precious Honey, Beeswax and Royal Jelly, the ""nectar of youth"" for the Queen Bee, naturally retains moisture in thirsty skin cells. As you massage it into your own royal skin, you will sense the restorative, soothing influence of all things natural. Indulge. Enjoy. Indulge again! Offered in three fragrances of Honey, Citrus, Vanilla.",,,,,,,1.00,5.00,,,,,1.00,honeyhouse400,honeyhouse160,RLTBB.jpg,RLTBB.jpg,,,honeyhouse800,RLTBB.jpg,,,,,,,,,
Bee Manly Foot Bar 12/Asst,DMF12,(All) Honey House Naturals|Bee Manly Foot Bar,"Save $5.00! An assorted set of 12 plus a free tester. Tell us your choice of tester fragrance in the NOTES section at checkout.
This new product is definitely sweet for feet!  It is presented in a generous 2.5 oz twist-up tube applicator (black). Made with Organic Coconut Oil, Almond Oil, Shea Butter, Organic Palm Wax, Lanolin, Organic Argan Oil, our special Honey House fusion of Honey Extract, Propolis Extract, Pollen Extract and Beeswax. Also contains Deoplex (a natural antibacterial odor eliminator).  (See complete ingredient list below) Offered in a distinguished manly fragrance and also ""Naked"" with no added fragrance.
Vigorous Fragrance - (Eucalyptus/Mint/Teatree)
Naked  (Natural â€“ no added fragrance)
  View Bee Manly Foot Bar Ingredients",,,,,,,1.00,75.00,,,,,1.00,honeyhouse400,honeyhouse160,mn1_000248.jpg,mn1_000248.jpg,,,honeyhouse800,mn1_000248.jpg,,,,,,,,,
Bee Manly Foot Bar 12 Cust Choice,DMF12C,(All) Honey House Naturals|Bee Manly Foot Bar,"$Save $5.00!  Your choice of 12 fragrances plus a free tester.  Tell us your choice of  fragrances, including tester fragrance in the NOTES section at checkout.
This new product is definitely sweet for feet!  It is presented in a generous 2.5 oz twist-up tube applicator (black). Made with Organic Coconut Oil, Almond Oil, Shea Butter, Organic Palm Wax, Lanolin, Organic Argan Oil, our special Honey House fusion of Honey Extract, Propolis Extract, Pollen Extract and Beeswax. Also contains Deoplex (a natural antibacterial odor eliminator).  (See complete ingredient list below) Offered in a distinguished manly fragrance and also ""Naked"" with no added fragrance.
Vigorous Fragrance - (Eucalyptus/Mint/Teatree)
Naked  (Natural â€“ no added fragrance)
  View Bee Manly Foot Bar Ingredients",,,,,,,1.00,75.00,,,,,1.00,honeyhouse400,honeyhouse160,mn1_000249.jpg,mn1_000249.jpg,,,honeyhouse800,mn1_000249.jpg,,,,,,,,,
Bee Manly Hands Display of 12 Customer Choice,DMHC,(All) Honey House Naturals|Bee Manly Hands Solid Lotion,"Customer choice set of 12 Bee Manly Hands plus a free tester. Tell us your choice of fragrances plus tester in the NOTES section at checkout.
Presenting the original Bee Bar infused with the most popular of our Bee Manly fragrances â€“ Smokey Cedar!  We also have it in a fresh Tea Tree Spice fragrance, and then, of course the Naked has no added fragrance.  A perfect and easy choice for the man in your life!",,,,,,,1.00,75.00,,,,,1.00,honeyhouse400,honeyhouse160,mn1_001330.jpg,mn1_001330.jpg,,,honeyhouse800,mn1_001330.jpg,,,,,,,,,
BEE MANLY HANDS DISPLAY 12 PIECES 4 SMOKY CEDAR 4 TEA TREE SPICE 4 NAKED 1 FREE TESTER,DMH,(All) Honey House Naturals|Bee Manly Hands Solid Lotion,,,,,,,,1.00,75.00,,,,,1.00,honeyhouse400,honeyhouse160,DMH.jpg,DMH.jpg,,,honeyhouse800,DMH.jpg,,,,,,,,,
Large Bee Bar/Baby Belly Bar Display,DBBB,(All) Honey House Naturals|Belly Bar,"Simple and elegant, our Bee Bar Display boxes just pop open and are easily maintained They take little space on your counter, but hold an ample supply of products. We listened to you! Many of you have requested a display for both the Bee Bars and the Baby Belly Bars. Now you have one! The Large Bee Bar/Baby Belly Bar Display box holds
6 Baby Belly Bars
12 large Bee Bars in assorted fragrances: 3 Vanilla, 3 Citrus, 3 Hawaiian,3 Sweet Honey
Plus 1 FREE Bee Bar Tester and 1 FREE Baby Belly Bar Tester
Price $110.00 - save $2.50 If you would like to change the selection of fragrances call 253-926-8193 or leave a note at checkout of your preferred fragrances.
  View Large Bee Bar Ingredients View Baby Belly Bar Ingredients
   ",,,,,,,1.00,115.00,,,,,1.00,honeyhouse400,honeyhouse160,mn1_000020.jpg,mn1_000020.jpg,,,honeyhouse800,mn1_000020.jpg,,,,,,,,,
Baby Belly Bar Display/9,DBBB9,(All) Honey House Naturals|Belly Bar,"Save $3.00 ($6.41 each)  Simple and elegant, our Baby Belly Bar Display box just pops open and is easily maintained.  It takes little space on your counter, but holds an ample supply of 9 Bars (1.7oz ea.) Also included is 1 FREE Baby Belly Bar Tester.
View Baby Belly Bar Ingredients",,,,,,,1.00,60.00,,,,,1.00,honeyhouse400,honeyhouse160,mn1_000176.jpg,mn1_000176.jpg,,,honeyhouse800,mn1_000176.jpg,,,,,,,,,
Baby Belly Bar,LBBB,(All) Honey House Naturals|Belly Bar,"Indulge your skin. Baby Belly Bars contain a bit less beeswax than the Bee Bar so they are softer to glide more easily on tender delicate skin.  They are filled with natural ingredients that soothe the itch and burn of eczema, psoriasis and other chronic skin conditions. Our natural Baby Belly Bars are perfect to calm and soothe anyone's dry, itchy skin. Originally developed for expectant mothers our natural Baby Belly Bars are unprecedented as moisturizers for taut, stressed skin. As they are picked up and warmed by the hands, the essential oils and butters are released to be gently massaged into the skin. Overflowing with antioxidants and five vitamin-rich butters - creamy Shea, rich Avocado, soothing Aloe, and buttery Cocoa and Mango - the Baby Belly Bars are extraordinary lotion bars. Combined with Meadowfoam, Calendula, Essential Oils, Beeswax and Lanolin, this indulgent lotion bar will leave skin soft and supple, sealing in the moisture to protect even the most vulnerable skin.",,,,,.20 lbs,,1.00,7.00,,,,,1.00,honeyhouse400,honeyhouse160,mn1_000054.jpg,mn1_000054.jpg,8 9020800011 3,,honeyhouse800,mn1_000054.jpg,,,,,,,,,
Travel Size Belly Bar (.6 oz),LBBBB,(All) Honey House Naturals|Belly Bar,"Now, due to customer demand, we have made a travel size Belly Bar!  So hand to carry in your pocket or purse, travel with it on a plane, or keep it handy wherever you are.  Enjoy! Indulge your skin!  
Such a perfect lotion to calm and soothe anyone's dry, itchy skin.  As the Belly Bar is picked up and warmed by the hands, the essential oils and butters are released to be gently massaged into the skin. Overflowing with antioxidants and five vitamin-rich butters - creamy Shea, rich Avocado, soothing Aloe, and buttery Cocoa and Mango - the Belly Bar is an extraordinary lotion. Combined with Meadowfoam, Calendula, Essential Oils, Beeswax and Lanolin, this indulgent lotion bar will leave skin soft and supple, sealing in the moisture to protect even the most vulnerable skin.
View Travel Size Belly Bar Ingredients",,,,,,,1.00,4.50,,,,,1.00,honeyhouse400,honeyhouse160,mn1_000280.jpg,mn1_000280.jpg,8.90208E+11,,honeyhouse800,mn1_000280.jpg,,,,,,,,,
Baby Belly Bar Tester (1.7 oz),LBBT,(All) Honey House Naturals|Belly Bar,"This tester is a must for successful sales! It is fun to watch the wonder on your customer's faces as they try the Belly Bar for the first time! Limit 1 for each 12 Belly Bars purchased.
View Baby Belly Bar Ingredients",,,,,,,1.00,5.00,,,,,1.00,honeyhouse400,honeyhouse160,mn1_000055.jpg,mn1_000055.jpg,,,honeyhouse800,mn1_000055.jpg,,,,,,,,,
Promo Item 25/pc-Baby Belly Bar,PBB25,(All) Honey House Naturals|Belly Bar,"Are you having a special event at your store? Do you like to have little samples to give out in goody bags to your loyal customers? We have some nifty little samples that will satisfy just such a need. Look through our offering of snap-top containers that hold the Bee Bar, Bee Butter, Lip Butter, Belly Bar, Shampoo and Conditioner, Soap Bars and Liquid Soap. You are sure to find something that will work just right for you and your customers! Set of 25 Bee Bar Samples-$12.50 Set of 25 Lip Butter Samples-$6.25 Set of 25 Belly Bar Samples-$12.50 Set of 25 Bee Butter Samples-$6.25 Set of 25 Soap Bar Samples-$12.50 Set of 12 Liquid Soap Samples -$6.00 Set of 2- 1 of each Shampoo/Conditioner (.5oz)$1.50
View Baby Belly Bar Ingredients",,,,,,,1.00,12.50,,,,,1.00,honeyhouse400,honeyhouse160,mn1_000045.jpg,mn1_000045.jpg,,,honeyhouse800,mn1_000045.jpg,,,,,,,,,
Counter Display (1BEE),DC1,(All) Honey House Naturals|Counter Displays,"A great way to get started with your Honey House Naturals sales, this Counter Display contains the essentials.  As your customer base grows, you can add more and more products so it can quickly become your store centerpiece!  Simple to set up and maintain, this is marketing at its best! Save $4.25
Includes:
Large Bee Bar Display - 18 Piece Assorted includes:  4 Vanilla, 4 Citrus, 3 Hawaiian, 3 Sweet Honey, 2 Lavender 2 Spring Meadow, 1 Natural
Bee Butter Cream Tubes - 24 Assorted includes: 5 Vanilla, 5 Citrus, 5 Hawaiian, 3 Lavender, 3 Sweet Honey, 3 Natural
Royal Bee Foot Bar Display - 12 Assorted includes: 5 Relax, 5 Refresh, 2 Natural
FREEBEES:  1 Bee Bar Tester, 4  Cream Tube Testers,1 Foot Bar Tester, and 1 Acrylic Plate
Offset: Customer Choice - 3 Large Bee Bars or 3 Royall Bee Foot Bars or 3-2/pc Gift sets
Display Dimensions: 
Height 22.25""(56 cm)
Width 14.25"" (36 cm)
Depth 10"" (25 cm)",,,,,,,1.00,330.00,,,,,1.00,honeyhouse400,honeyhouse160,mn1_000163.jpg,mn1_000163.jpg,,,honeyhouse800,mn1_000163.jpg,,,,,,,,,
Counter Display (2 BEE),DC2,(All) Honey House Naturals|Counter Displays,"Good choice!  This counter display contains a nice variety of Honey House Naturals products that will naturally draw customers to take a look and exclaim over the beauty and quality of each item.  Gift-able and practical, they will come back for more!  Easy to set up and maintain, it will quickly become a store centerpiece!
Save $7.00
Includes:
Small Bee Bar Display - 20 Assorted includes: 5 Vanilla, 5 Citrus, 5 Hawaiian, 5 Sweet Honey
Lip Butter Tube Display - 36 Assorted includes: 4 Mango, 4 Vanilla Almond, 4 Tangerine, 2 Apple Pear, 4 Raspberry Lemonade, 4 Peppermint, 2 Chocolate Mint, 4 Raspberry Pomegranate, 4 Vanilla Berry, 4 Natural
Bee Butter Cream Tubes - 12 Assorted includes: 3 Vanilla, 3 Citrus, 3 Hawaiian, 3 Lavender
Florentine Paper Wrapped Soap Display - 18 Assorted includes: 3 Honey, 3 Citrus, 3 Lavender
Royal Bee Foot Bar Display - 12 Assorted includes: 5 Relax, 5 Refresh, 2 Natural
FREEBEES: 1 Bee Bar Tester, 1 Cream Tube Testers, 1 Foot Bar Tester, 1 Acrylic Plate, 6 Sample Gift Soaps
Offset Customer Choice: 3 Large Bee Bars or 3 Royal Bee Foot Bars or 3/2 Piece Sets
Display Dimensions: 
Height 22.25""(56 cm)
Width 14.25"" (36 cm)
Depth 10"" (25 cm)",,,,,,,1.00,392.00,,,,,1.00,honeyhouse400,honeyhouse160,mn1_000165.jpg,mn1_000165.jpg,,,honeyhouse800,mn1_000165.jpg,,,,,,,,,
