Horseshoe-replaces 1909A,8000A,(All) Ann Clark Cookie Cutters|Animals,"NEW! Who's up for a game of horseshoes? While the Horseshoe Cookie Cutter, 4"", is not quite heavy enough for a real game at your next family reunion, it could be used for cookies and crafts, and it also looks cool as an ornament. This shape has been redesigned in April 2017 to meet our quality standards!",,,,,,,1,$5.40,,,,,1,AnnClark400,AnnClark160,8000a-horseshoe-cookie-cutter-ann-clark-lrg.jpg,8000a-horseshoe-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,8000a-horseshoe-cookie-cutter-ann-clark-lrg.jpg
Dog Bone,8003A,(All) Ann Clark Cookie Cutters|Animals,"NEW! Pamper your pooch with our 4"" Dog Bone cookie cutter! In addition to cutting out dog biscuits, this shape would also work well for any dog-themed party or occasion, or even as a hostess gift for a dog lover.",,,,,,,1,$5.40,,,,,1,AnnClark400,AnnClark160,8003a-dog-bone-4-inch-cookie-cutter-ann-clark-lrg.jpg,8003a-dog-bone-4-inch-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,8003a-dog-bone-4-inch-cookie-cutter-ann-clark-lrg.jpg
"Dog Bone, 5""-replaces 1127A",8004A,(All) Ann Clark Cookie Cutters|Animals,"NEW!
Anyone who loves dogs will love our 5"" Dog Bone cookie cutter! Treat your pet to homemade cut out dog biscuits, or use the cookie cutter for craft projects. Woof!",,,,,,,1,$5.40,,,,,1,AnnClark400,AnnClark160,8004a-dog-bone-5-inch-cookie-cutter-ann-clark-lrg.jpg,8004a-dog-bone-5-inch-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,8004a-dog-bone-5-inch-cookie-cutter-ann-clark-lrg.jpg
"Dog Bone, 3 1/8""",8010A,(All) Ann Clark Cookie Cutters|Animals,"NEW!
Sit, stay, and heel for our 3 1/8"" Dog Bone cookie cutter! We've expanded our selection of dog bone shapes to include this one. Use for your canine companion, or make cookies for humans, too!",,,,,,,1,$5.40,,,,,1,AnnClark400,AnnClark160,8010a-dog-bone-325-inch-cookie-cutter-ann-clark-lrg.jpg,8010a-dog-bone-325-inch-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,8010a-dog-bone-325-inch-cookie-cutter-ann-clark-lrg.jpg
Cute Owl-replaces 7845A,8058A,(All) Ann Clark Cookie Cutters|Animals,"Hooo could resist Ann Clark's 3 1/2"" Cute Owl Cookie Cutter? This nocturnal creature makes an adorable owl cookies that can be used for a baby shower, an after-school project, or endless craft projects. Made in the USA. Owl cookies decorated by Ann Clark.


Cookies decorated by Oh Sugar Cookies",,,,,,,1,$5.40,,,,,1,AnnClark400,AnnClark160,685_709_large.jpg,685_709_large.jpg,8.17816E+11,,AnnClark800,685_709_large.jpg
Cute Penguin,8104A,(All) Ann Clark Cookie Cutters|Animals,"NEW! March with the penguins with this adorable 4"" x 3 3/4"" cookie cutter! Lots of fun to use at baby showers, during the holidays, or any time you want some extra cuteness.



Cookies decorated by Flour Box Bakery.",,,,,,,1,$5.40,,,,,1,AnnClark400,AnnClark160,8104a-cute-penguin-cookie-cutter-ann-clark-lrg.jpg,8104a-cute-penguin-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,8104a-cute-penguin-cookie-cutter-ann-clark-lrg.jpg
Frog ,1325A,(All) Ann Clark Cookie Cutters|Animals,"Certified Safe for Lead and Cadmium. US made tin-plated Steel. Great for cut cookies, soft fruits, sandwiches and crafts.",,,12,,"Size: 3""",,1,$5.40,,,,,1,AnnClark400,AnnClark160,1325a-frog-cookie-cutter-ann-clark-lrg.jpg,1325a-frog-cookie-cutter-ann-clark-lrg.jpg,8.71458E+11,,AnnClark800,1325a-frog-cookie-cutter-ann-clark-lrg.jpg
"Dove, Flying ",1357A,(All) Ann Clark Cookie Cutters|Animals,"Certified Safe for Lead and Cadmium. US made tin-plated Steel. Great for cut cookies, soft fruits, sandwiches and crafts.",,,12,,"Size: 4 3/8""",,1,$5.40,,,,,1,AnnClark400,AnnClark160,1357a-dove-cookie-cutter-ann-clark-lrg.jpg,1357a-dove-cookie-cutter-ann-clark-lrg.jpg,8.71458E+11,,AnnClark800,1357a-dove-cookie-cutter-ann-clark-lrg.jpg
Starfish ,1944A,(All) Ann Clark Cookie Cutters|Animals,"Certified Safe for Lead and Cadmium. US made tin-plated Steel. Great for cut cookies, soft fruits, sandwiches and crafts.",,,12,,"Size: 4""",,1,$5.40,,,,,1,AnnClark400,AnnClark160,1944a-starfish-cookie-cutter-ann-clark-lrg.jpg,1944a-starfish-cookie-cutter-ann-clark-lrg.jpg,8.71458E+11,,AnnClark800,1944a-starfish-cookie-cutter-ann-clark-lrg.jpg
Seahorse ,5174A,(All) Ann Clark Cookie Cutters|Animals,"Certified Safe for Lead and Cadmium. US made tin-plated Steel. Great for cut cookies, soft fruits, sandwiches and crafts.",,,12,,"Size: 4 3/4""",,1,$5.40,,,,,1,AnnClark400,AnnClark160,5174a-seahorse-cookie-cutter-ann-clark-lrg.jpg,5174a-seahorse-cookie-cutter-ann-clark-lrg.jpg,8.71458E+11,,AnnClark800,5174a-seahorse-cookie-cutter-ann-clark-lrg.jpg
"Reindeer, Leaping ",5835A,(All) Ann Clark Cookie Cutters|Animals,"Certified Safe for Lead and Cadmium. US made tin-plated Steel. Great for cut cookies, soft fruits, sandwiches and crafts.",,,12,,"Size: 3 1/2""",,1,$5.40,,,,,1,AnnClark400,AnnClark160,5835a-reindeer-cookie-cutter-ann-clark-lrg.jpg,5835a-reindeer-cookie-cutter-ann-clark-lrg.jpg,8.71458E+11,,AnnClark800,5835a-reindeer-cookie-cutter-ann-clark-lrg.jpg
Tractor ,7508A,(All) Ann Clark Cookie Cutters|Animals,"Certified Safe for Lead and Cadmium. US made tin-plated Steel. Great for cut cookies, soft fruits, sandwiches and crafts.",,,12,,"Size: 4 1/4""",,1,$5.40,,,,,1,AnnClark400,AnnClark160,7508a-tractor-cookie-cutter-ann-clark-lrg.jpg,7508a-tractor-cookie-cutter-ann-clark-lrg.jpg,8.71458E+11,,AnnClark800,7508a-tractor-cookie-cutter-ann-clark-lrg.jpg
Sea Turtle NEW ,7904A,(All) Ann Clark Cookie Cutters|Animals,"NEW! This shape is bound to bring you out of your shell! The 4 1/8"" Sea Turtle Cookie Cutter goes well with any ocean-themed party platter.",,,12,,,,1,$5.40,,,,,1,AnnClark400,AnnClark160,7904a-sea-turtle-cutter-ann-clark-lrg.jpg,7904a-sea-turtle-cutter-ann-clark-lrg.jpg,8.71458E+11,,AnnClark800,7904a-sea-turtle-cutter-ann-clark-lrg.jpg
Cow NEW ,7908A,(All) Ann Clark Cookie Cutters|Animals,"Moo! Have some barnyard fun with our Cow Cookie Cutter, 4"". Teach kids about farm animals, and serve the cookies with milk. A fun shape for all ages.",,,12,,,,1,$5.40,,,,,1,AnnClark400,AnnClark160,7908a-cow-cutter-ann-clark-lrg.jpg,7908a-cow-cutter-ann-clark-lrg.jpg,8.71458E+11,,AnnClark800,7908a-cow-cutter-ann-clark-lrg.jpg
Gira?e NEW ,7991A,(All) Ann Clark Cookie Cutters|Animals,"NEW! We're really sticking our neck out for this one. The 4 3/4"" Giraffe Cookie Cutter is great for baby showers and birthday parties. Combine with other shapes, including the Hippo, Rhino, and Climbing Monkey, for a complete zoo theme!",,,12,,,,1,$5.40,,,,,1,AnnClark400,AnnClark160,7991a-giraffe-cookie-cutter-ann-clark-lrg.jpg,7991a-giraffe-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,7991a-giraffe-cookie-cutter-ann-clark-lrg.jpg
Flamingo ,1921A,(All) Ann Clark Cookie Cutters|Animals,"Certified Safe for Lead and Cadmium. US made tin-plated Steel. Great for cut cookies, soft fruits, sandwiches and crafts.",,,12,,"Size: 4""",,1,$5.40,,,,,1,AnnClark400,AnnClark160,1921a-flamingo-cutter-ann-clark-lrg.jpg,1921a-flamingo-cutter-ann-clark-lrg.jpg,8.71458E+11,,AnnClark800,1921a-flamingo-cutter-ann-clark-lrg.jpg
Crow,7688A,(All) Ann Clark Cookie Cutters|Animals,"Certified Safe for Lead and Cadmium. US made tin-plated Steel. Great for cut cookies, soft fruits, sandwiches and crafts.",,,12,,"Size: 5 1/4""",,1,$5.40,,,,,1,AnnClark400,AnnClark160,7688a-crow-cookie-cutter-ann-clark-lrg.jpg,7688a-crow-cookie-cutter-ann-clark-lrg.jpg,8.71458E+11,,AnnClark800,7688a-crow-cookie-cutter-ann-clark-lrg.jpg
"Elephant, Republican GOP ",7857A,(All) Ann Clark Cookie Cutters|Animals,"Certified Safe for Lead and Cadmium. US made tin-plated Steel. Great for cut cookies, soft fruits, sandwiches and crafts.",,,12,,"Size: 3 5/8""",,1,$5.40,,,,,1,AnnClark400,AnnClark160,7857a-republican-elephant-cookie-cutter-ann-clark-lrg.jpg,7857a-republican-elephant-cookie-cutter-ann-clark-lrg.jpg,8.71458E+11,,AnnClark800,7857a-republican-elephant-cookie-cutter-ann-clark-lrg.jpg
"Donkey, Democratic",7859A,(All) Ann Clark Cookie Cutters|Animals,"Certified Safe for Lead and Cadmium. US made tin-plated Steel. Great for cut cookies, soft fruits, sandwiches and crafts.",,,12,,"Size: 3 3/4""",,1,$5.40,,,,,1,AnnClark400,AnnClark160,7859a-democratic-donkey-cookie-cutter-ann-clark-lrg.jpg,7859a-democratic-donkey-cookie-cutter-ann-clark-lrg.jpg,8.71458E+11,,AnnClark800,7859a-democratic-donkey-cookie-cutter-ann-clark-lrg.jpg
"Duckling, 3 3/4""",8130A,(All) Ann Clark Cookie Cutters|(Newest) Additions|Animals,"NEW! Make way for the Duckling Cookie Cutter! Equally adorable as an Easter decoration or as a shower gift for the mom-to-be, this cookie cutter is also ideal for crafting purposes.",,,,,,,1,5.4,,,,,1,AnnClark400,AnnClark160,8130a-duckling-rubber-ducky-cookie-cutter-ann-clark-lrg.jpg,8130a-duckling-rubber-ducky-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,8130a-duckling-rubber-ducky-cookie-cutter-ann-clark-lrg.jpg
Caterpillar,8102A,(All) Ann Clark Cookie Cutters|(Newest) Additions|Animals,"NEW! It may or may not be very hungry! Our 2 1/2"" x 4 1/2"" Caterpillar Cookie Cutter is darling for a baby shower. Also great for bug enthusiasts and for science lessons.",,,,,,,1,5.4,,,,,1,AnnClark400,AnnClark160,8102a-catepillar-cookie-cutter-ann-clark-lrg.jpg,8102a-catepillar-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,8102a-catepillar-cookie-cutter-ann-clark-lrg.jpg
Small Butterfly (replaces 5971A),8122A,(All) Ann Clark Cookie Cutters|(Newest) Additions|Animals,"NEW! Spread your wings for the 3 1/8"" Butterfly Cookie Cutter.This shape forms pretty cookies, plus it makes a nice gift or decoration.",,,,,,,1,5.4,,,,,1,AnnClark400,AnnClark160,8122a-butterfly-small-cookie-cutter-ann-clark-lrg.jpg,8122a-butterfly-small-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,8122a-butterfly-small-cookie-cutter-ann-clark-lrg.jpg
Simple Butterfly (replaces 1379A),8140A,(All) Ann Clark Cookie Cutters|(Newest) Additions|Animals,"NEW! Flutter your wings for our Simple Butterfly Cookie Cutter, 3 1/8"" x 3 5/8"". It's a butterfly you can catch without a net! Make some butterfly cookies for a girl's birthday party, or just for fun.",,,,,,,1,5.4,,,,,1,AnnClark400,AnnClark160,8140a-butterfly-cookie-cutter-ann-clark-lrg.jpg,8140a-butterfly-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,8140a-butterfly-cookie-cutter-ann-clark-lrg.jpg
Llama,8144A,(All) Ann Clark Cookie Cutters|(Newest) Additions|Animals,"NEW! Whether you prefer llamas or alpacas (llamas are larger and known for aggressively guarding spaces; alpacas are smaller and produce fleece), this shape will be a cute addition to your collection. Share the ""llapaca"" love!

Cookies decorated by Flour Box Bakery.",,,,,,,1,5.4,,,,,1,AnnClark400,AnnClark160,8144a-llama-cookie-cutter-ann-clark-lrg.jpg,8144a-llama-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,8144a-llama-cookie-cutter-ann-clark-lrg.jpg
Cute Llama,8159A,(All) Ann Clark Cookie Cutters|(Newest) Additions|Animals,"NEW! Llama and alpaca fans, this one's for you! This cookie cutter may not have fur, fleece, or long eyelashes, but it will cut out adorable cookies that you can use for a baby shower or other occasion.

Cookies decorated by Sweet Bellas.",,,,,,,1,5.4,,,,,1,AnnClark400,AnnClark160,8159a-cute-llama-cookie-cutter-ann-clark-lrg.jpg,8159a-cute-llama-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,8159a-cute-llama-cookie-cutter-ann-clark-lrg.jpg
Shark Fin,8175A,(All) Ann Clark Cookie Cutters|(Newest) Additions|Animals,"NEW! Is that ""Jaws"" music we hear in the background? This ""great"" cookie cutter will be a fun addition to your Shark Week festivities, or for learning about sharks in school. This summertime shape could also be used to make surfboard cookies.",,,,,,,1,5.4,,,,,1,AnnClark400,AnnClark160,8175a-shark-fin-cookie-cutter-ann-clark-lrg.jpg,8175a-shark-fin-cookie-cutter-ann-clark-lrg.jpg,8.17816E+11,,AnnClark800,8175a-shark-fin-cookie-cutter-ann-clark-lrg.jpg
