(All) Irvin's Products|Wax Warmers,541BLCT,(All) Irvin's Products|Wax Warmers,"Simply put a wax scent cup on the top and in a few minutes the bulb inside will melt it producing a wonderful scent while creating a soft accent light. Perfect in kitchens, bedrooms, powder rooms and almost any room in your home. 1 candelabra socket, 25 watts maximum; Bulb included. 3-foot cord with line switch. Scented wax cups, crumbles, or discs placed in top pan are melted by the bulb inside. Made in the USA.",,,,,9-Inches high and 4-Inches diameter,,1,16,,,,,1,Irvins400,Irvins160,541BLCT-silo.jpg,541BLCT-silo.jpg,,,Irvins800,541BLCT-silo.jpg
(All) Irvin's Products|Wax Warmers,541CCT,(All) Irvin's Products|Wax Warmers,"Simply put a wax scent in the top and in a few minutes the bulb will melt it producing a wonderful scent while creating a soft accent light. Perfect in kitchens, bedrooms, powder rooms, and almost any room in your home! 1 candelabra socket, 25 watts maximum; Bulb included. 3-foot cord with line switch. Scented wax cups, crumbles, or discs placed in top pan are melted by the bulb inside. Made in the USA.",,,,,9-Inches high and 4-Inches diameter,,1,16,,,,,1,Irvins400,Irvins160,541CCT-silo.jpg,541CCT-silo.jpg,,,Irvins800,541CCT-silo.jpg
(All) Irvin's Products|Wax Warmers,541CKB,(All) Irvin's Products|Wax Warmers,"Simply put a wax scent in the top and in a few minutes the bulb will melt it producing a wonderful scent while creating a soft accent light. Perfect in kitchens, bedrooms, powder rooms, and almost any room in your home! 1 candelabra socket, 25 watts maximum; Bulb included. 3-foot cord with line switch. Scented wax cups, crumbles, or discs placed in top pan are melted by the bulb inside. Made in the USA.",,,,,9-Inches high and 4-Inches diameter,,1,16,,,,,1,Irvins400,Irvins160,541CKB-silo.jpg,541CKB-silo.jpg,,,Irvins800,541CKB-silo.jpg
(All) Irvin's Products|Wax Warmers,541FHLCT,(All) Irvin's Products|Wax Warmers,"Simply put a wax scent cup on the top and in a few minutes the bulb will melt it producing a wonderful scent while creating a soft accent light. Perfect in kitchens, bedrooms, powder rooms, and almost any room in your home! 1 candelabra socket, 25 watts maximum; Bulb included. 3-foot cord with line switch. Scented wax cups, crumbles, or discs placed in top pan are melted by the bulb inside. Made in the USA.",,,,,9-Inches high and 4-Inches diameter,,1,16,,,,,1,Irvins400,Irvins160,541FHLCT-silo.jpg,541FHLCT-silo.jpg,,,Irvins800,541FHLCT-silo.jpg
(All) Irvin's Products|Wax Warmers,541PACT,(All) Irvin's Products|Wax Warmers,"Simply put a wax scent cup in the top and in a few minutes the bulb will melt it producing a wonderful scent while creating a soft accent light. Perfect in kitchens, bedrooms, powder rooms and almost any room in your home! 1 candelabra socket, 25 watts maximum; Bulb included. 3-foot cord with line switch. Scented wax cups, crumbles, or discs placed in top pan are melted by the bulb inside. Made in the USA.",,,,,9-Inches high and 4-Inches diameter,,1,16,,,,,1,Irvins400,Irvins160,541PACT-silo.jpg,541PACT-silo.jpg,,,Irvins800,541PACT-silo.jpg
(All) Irvin's Products|Wax Warmers,541RGSCT,(All) Irvin's Products|Wax Warmers,"Simply put a wax scent cup on the top and in a few minutes the bulb inside will melt it producing a wonderful scent while creating a soft accent light. Perfect in kitchens, bedrooms, powder rooms and almost any room in your home. 1 candelabra socket, 25 watts maximum; Bulb included. 3-foot cord with line switch. Scented wax cups, crumbles, or discs placed in top pan are melted by the bulb inside. Made in the USA.",,,,,9-Inches high and 4-Inches diameter,,1,16,,,,,1,Irvins400,Irvins160,541RGSCT-silo.jpg,541RGSCT-silo.jpg,,,Irvins800,541RGSCT-silo.jpg
(All) Irvin's Products|Wax Warmers,541RGSKB,(All) Irvin's Products|Wax Warmers,"Simply put a wax scent cup on the top and in a few minutes the bulb inside will melt it producing a wonderful scent while creating a soft accent light. Perfect in kitchens, bedrooms, powder rooms, and almost any room in your home! 1 candelabra socket, 25 watts maximum; Bulb included. 3-foot cord with line switch. Scented wax cups, crumbles, or discs placed in top pan are melted by the bulb inside. Made in the USA.",,,,,9-Inches high and 4-Inches diameter,,1,16,,,,,1,Irvins400,Irvins160,541RGSKB-silo.jpg,541RGSKB-silo.jpg,,,Irvins800,541RGSKB-silo.jpg
(All) Irvin's Products|Wax Warmers,541RGSRT,(All) Irvin's Products|Wax Warmers,"Simply put a wax scent cup on the top and in a few minutes the bulb inside will melt it producing a wonderful scent while creating a soft accent light. Perfect in kitchens, bedrooms, powder rooms, and almost any room in your home! 1 candelabra socket, 40 watts maximum; Bulb included. 3-foot cord with line switch. Scented wax cups, crumbles, or discs placed in top pan are melted by the bulb inside. Made in the USA.",,,,,9-Inches high and 4-Inches diameter,,1,16,,,,,1,Irvins400,Irvins160,541RGSRT-silo.jpg,541RGSRT-silo.jpg,,,Irvins800,541RGSRT-silo.jpg
(All) Irvin's Products|Wax Warmers,541SLKB,(All) Irvin's Products|Wax Warmers,"Simply put a wax scent cup on the top and in a few minutes the bulb inside will melt it producing a wonderful scent while creating a soft accent light. Perfect in kitchens, bedrooms, powder rooms and almost any room in your home. 1 candelabra socket, 25 watts maximum; Bulb included. 3-foot cord with line switch. Scented wax cups, crumbles, or discs placed in top pan are melted by the bulb inside. Made in the USA.",,,,,9-Inches high and 4-Inches diameter,,1,16,,,,,1,Irvins400,Irvins160,541SLKB-silo.jpg,541SLKB-silo.jpg,,,Irvins800,541SLKB-silo.jpg
(All) Irvin's Products|Wax Warmers,541SLRT,(All) Irvin's Products|Wax Warmers,"Simply put a wax scent cup on the top and in a few minutes the bulb inside will melt it producing a wonderful scent while creating a soft accent light. Perfect in kitchens, bedrooms, powder rooms and almost any room in your home. 1 candelabra socket, 40 watts maximum; Bulb included. 3-foot cord with line switch. Scented wax cups, crumbles, or discs placed in top pan are melted by the bulb inside. Made in the USA.",,,,,9-Inches high and 4-Inches diameter,,1,16,,,,,1,Irvins400,Irvins160,541SLRT-silo.jpg,541SLRT-silo.jpg,,,Irvins800,541SLRT-silo.jpg
(All) Irvin's Products|Wax Warmers,541STCT,(All) Irvin's Products|Wax Warmers,"Simply put a wax scent cup in the top and in a few minutes the bulb will melt it producing a wonderful scent while creating a soft accent light. Perfect in kitchens, bedrooms, powder rooms, and almost any room in your home! 1 candelabra socket, 25 watts maximum; Bulb included. 3-foot cord with line switch. Scented wax cups, crumbles, or discs placed in top pan are melted by the bulb inside. Made in the USA.",,,,,9-Inches high and 4-Inches diameter,,1,16,,,,,1,Irvins400,Irvins160,541STCT-silo.jpg,541STCT-silo.jpg,,,Irvins800,541STCT-silo.jpg
