A McCall's Candle Bars Set-AN APPLE A DAY,CBSET-APPLE,,"Enjoy a 25% savings when you buy this ""An Apple a Day"" trio which includes a total of 3 packs of McCall's Candle Bars™.
The set includes 1 Apple Spice 5.5oz pack, 1 Mulled Apple Cider 5.5oz pack and 1 Fresh Apple 5.5oz pack. (Each pack contains 6 break-apart wedges.)
This set is a limited time-offer.
Made in the USA",,,,,,,1,100,,,,,1,mccandles400,mccandles160,https://cdn.shopify.com/s/files/1/0509/0046/7875/products/anappleaday_1024x1024@2x.gif?v=1605539695,anappleaday_1024x1024@2x.gif?v=1605539695,,,mccandles800,anappleaday_1024x1024@2x.gif?v=1605539695
A McCall's Candle Bars Set-COZY IN THE WOODS,CBSET-COZY,,"Enjoy a 25% savings when you buy this ""Cozy in the Woods"" trio which includes a total of 3 packs of McCall's Candle Bars™.
The set includes 1 Cozy Cabin 5.5oz pack, 1 Cabin Scents 5.5oz pack and 1 S'mores 5.5oz pack. (Each pack contains 6 break-apart wedges.)
This set is a limited time-offer.
Made in the USA",,,,,,,1,100,,,,,1,mccandles400,mccandles160,https://cdn.shopify.com/s/files/1/0509/0046/7875/products/cozy_1024x1024@2x.gif?v=1605693620,cozy_1024x1024@2x.gif?v=1605693620,,,mccandles800,cozy_1024x1024@2x.gif?v=1605693620
APPLE BUTTER Buttons-BOX of 36,TAB,,"About this Fragrance: A creamy sweet apple butter fragrance with a touch of tartness.
About this Product ~ Our Buttons™ are our original 0.7 ounce wax melt embossed with the McCall's Country Canning logo. Buttons release McCall's alluring fragrances simply by way of melting fragrant wax. Melt one or two Buttons in your favorite Melter.
Approximate fragrance throw time ~ 10-20 hours per Button
Made in the USA",,,,,,,1,100,,,,,1,mccandles400,mccandles160,https://cdn.shopify.com/s/files/1/0509/0046/7875/products/tab_1024x1024@2x.jpg?v=1605541909,tab_1024x1024@2x.jpg?v=1605541909,,,mccandles800,tab_1024x1024@2x.jpg?v=1605541909
APPLE BUTTER Candle Bars-5.5 oz Pack,CBAB,,"About this Fragrance ~ A creamy sweet apple butter fragrance with a touch of tartness.

About this Product ~ Enjoy the fragrance experience without the flame! Use McCall's Candle Bars™ in our wax melters for a highly scented experience. McCall's Candle Bars™ are a solid block of 5.5 ounces of highly scented wax, perfectly portioned into 6 generous wedges and offered in all of our fragrances.

Approximate Fragrance Throw Time ~ 12-24 hours per wedge

Made in the USA",,,,,,,1,100,,,,,1,mccandles400,mccandles160,https://cdn.shopify.com/s/files/1/0509/0046/7875/products/cbab-5_1024x1024@2x.jpg?v=1605539723,cbab-5_1024x1024@2x.jpg?v=1605539723,,,mccandles800,cbab-5_1024x1024@2x.jpg?v=1605539723
APPLE BUTTER Classic Jar Candle-16oz,JAB-16,,"About this Fragrance ~ A creamy sweet apple butter fragrance with a touch of tartness.

About this Product ~ Our Classic Jar Candle™ features labels that are reproductions of hand-painted designs by artist Dee McCall. All of our Classic Jar Candles feature the signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.

Approximate Burn Time ~ 110-130 hours

Made in the USA",,,,,,,1,100,,,,,1,mccandles400,mccandles160,https://cdn.shopify.com/s/files/1/0509/0046/7875/products/jab-16_1024x1024@2x.jpg?v=1605538618,jab-16_1024x1024@2x.jpg?v=1605538618,,,mccandles800,jab-16_1024x1024@2x.jpg?v=1605538618
APPLE BUTTER Classic Jar Candle-26oz,JAB-26,,"About this Fragrance ~ A creamy sweet apple butter fragrance with a touch of tartness.

About this Product ~ Our Classic Jar Candle™ features labels that are reproductions of hand-painted designs by artist Dee McCall. All of our Classic Jar Candles feature the signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.

Approximate Burn Time ~ 120-160 hours

Made in the USA",,,,,,,1,100,,,,,1,mccandles400,mccandles160,https://cdn.shopify.com/s/files/1/0509/0046/7875/products/jab-26_1024x1024@2x.jpg?v=1605538624,jab-26_1024x1024@2x.jpg?v=1605538624,,,mccandles800,jab-26_1024x1024@2x.jpg?v=1605538624
APPLE BUTTER Double Wick Classic 16oz,DWAB,,"About this Fragrance ~ A creamy sweet apple butter fragrance with a touch of tartness.

About this Product ~ Our Double Wick Classic™ beauties have distinctive rich black & gold embossed label.
Quicker pooling than a single wick candle (liquefies faster) / Has more fragrance throw than a single wick candle (smells stronger) / Has the same length of burn time as our other 16oz candles (i.e., doesn’t burn at a faster rate, just uses 2 smaller wicks, for more even burning)

Approximate Burn Time ~ 110-130 hours

Made in the USA",,,,,,,1,100,,,,,1,mccandles400,mccandles160,https://cdn.shopify.com/s/files/1/0509/0046/7875/products/dwab_1024x1024@2x.jpg?v=1605536155,dwab_1024x1024@2x.jpg?v=1605536155,,,mccandles800,dwab_1024x1024@2x.jpg?v=1605536155
APPLE BUTTER Indulgence 18oz,INAB,,"About this Fragrance ~ A creamy sweet apple butter fragrance with a touch of tartness.

About this Product ~ An elegant new addition to our line of fragrance products, Indulgence™ is a double-wick, 18oz candle that offers the classic trademarked packaging of McCall’s Candles’ embossed metal lid, strap and handle in a decorative, non-labeled grooved jar.
Quicker pooling than a single wick candle (liquefies faster) / Has more fragrance throw than a single wick candle (smells stronger) / Has the same length of burn time as our other 16oz candles (i.e., doesn’t burn at a faster rate, just uses 2 smaller wicks, for more even burning)

Approximate Burn Time ~ 110-130 hours

Made in the USA",,,,,,,1,100,,,,,1,mccandles400,mccandles160,https://cdn.shopify.com/s/files/1/0509/0046/7875/products/inab_1024x1024@2x.jpg?v=1605535348,inab_1024x1024@2x.jpg?v=1605535348,,,mccandles800,inab_1024x1024@2x.jpg?v=1605535348
APPLE BUTTER McCall's Mason 16oz,MSAB,,"About this Fragrance ~ A creamy sweet apple butter fragrance with a touch of tartness.
About this Product ~ A classic 16oz Mason jar filled with McCall’s Candles’ top fragrances. This candle is ready to be recycled & upcycled after enjoyment. The Americana lid pops out and is a coaster. As always, a clean empty McCall’s jar can be used to hold just about anything.
Approximate Burn Time ~ 110-130 hours
Made in the USA",,,,,,,1,100,,,,,1,mccandles400,mccandles160,https://cdn.shopify.com/s/files/1/0509/0046/7875/products/mccall_s-mason-apple-butter_1024x1024@2x.jpg?v=1605533891,mccall_s-mason-apple-butter_1024x1024@2x.jpg?v=1605533891,,,mccandles800,mccall_s-mason-apple-butter_1024x1024@2x.jpg?v=1605533891
APPLE BUTTER Reed Garden-Small 04oz,RAB,,"About this fragrance ~ A creamy sweet apple butter fragrance with a touch of tartness.
About this Product ~ Our Reed Gardens™ are the perfect accent to any room, offering an abundance of vintage beauty and fragrance. Each “garden” comes individually gift-boxed in a rich black embossed box with full color product detail. The set includes an oversized amber bottle (8oz bottle), 4 ounces of fragrant oil and set of twelve reeds.
Approximate Fragrance Throw Time ~ Reed Gardens offer months of continued fragrance. Flip your reeds often to reactivate the fragrance throw.
Made in the USA",,,,,,,1,100,,,,,1,mccandles400,mccandles160,https://cdn.shopify.com/s/files/1/0509/0046/7875/products/rg-small-bottlebox_1_1024x1024@2x.jpg?v=1605546037,rg-small-bottlebox_1_1024x1024@2x.jpg?v=1605546037,,,mccandles800,rg-small-bottlebox_1_1024x1024@2x.jpg?v=1605546037
