Candle Bars-5.5 oz Pack-BALSAM FOREST,ITEM NUMBER: CBBF,Home|McCall's Candles|Candle Bars,"About this Fragrance: Crisp, woodsy notes with a touch of Lily of the Valley. Fresh balsam with a sprinkle of cinnamon and clove.
(This same fragrance is also packaged as 'Under the Mistletoe' for the Christmas season.)
  About this Product ~ Enjoy the fragrance experience without the flame! Use McCall's Candle Bars™ in our wax melters for a highly scented experience. McCall's Candle Bars™ are a solid block of 5.5 ounces of highly scented wax, perfectly portioned into 6 generous wedges and offered in all of our fragrances.
  Approximate Fragrance Throw Time ~ 12-24 hours per wedge
  Made in the USA",1,UNIT PRICE: $7.99,http://www.mccallscandles.com/images/CBBF2.jpg
Candle Bars-5.5 oz Pack-COTTON CANDY,ITEM NUMBER: CBCN,Home|McCall's Candles|Candle Bars,"About this Fragrance ~ First introduced at the St. Louis World’s Fair in 1904, Cotton Candy is a magical creation of sweet sugar crystals melted and spun into what was originally called “Fairy Floss”.  Creamy vanilla, frosted bergamot and pink poppies add a flirty, fresh layer to this already whimsical treat.
  About this Product ~ Enjoy the fragrance experience without the flame! Use McCall's Candle Bars™ in our wax melters for a highly scented experience. McCall's Candle Bars™ are a solid block of 5.5 ounces of highly scented wax, perfectly portioned into 6 generous wedges and offered in all of our fragrances.
  Approximate Fragrance Throw Time ~ 12-24 hours per wedge
  Made in the USA",1,UNIT PRICE: $7.99,http://www.mccallscandles.com/images/CBCN2.jpg
Candle Bars-5.5 oz Pack-GRAPEFRUIT MÉLANGE,ITEM NUMBER: CBGM,Home|McCall's Candles|Candle Bars,"About this Fragrance ~ A tangy medley of pink grapefruit with splashes of clean, bright sweet citrus. Exquisitely fresh!
  About this Product ~ Enjoy the fragrance experience without the flame! Use McCall's Candle Bars™ in our wax melters for a highly scented experience. McCall's Candle Bars™ are a solid block of 5.5 ounces of highly scented wax, perfectly portioned into 6 generous wedges and offered in all of our fragrances.
  Approximate Fragrance Throw Time ~ 12-24 hours per wedge
  Made in the USA",1,UNIT PRICE: $7.99,http://www.mccallscandles.com/images/CBGM2.jpg
Candle Bars-5.5 oz Pack-UNDER THE MISTLETOE,ITEM NUMBER: CBUM,Home|McCall's Candles|Candle Bars,"About this Fragrance ~ Grab your loved one for a fragrant Christmas kiss! Lovely cinnamon, clove and spicy notes warm-up this festive, romantic holiday balsam sprig.
(This fragrance is also packaged as ‘Balsam Forest’ for year-round enjoyment.)
  Under the Mistletoe is seasonally available.
  About this Product ~ Enjoy the fragrance experience without the flame! Use McCall's Candle Bars™ in our wax melters for a highly scented experience. McCall's Candle Bars™ are a solid block of 5.5 ounces of highly scented wax, perfectly portioned into 6 generous wedges and offered in all of our fragrances.
  Approximate Fragrance Throw Time ~ 12-24 hours per wedge
  Made in the USA",1,UNIT PRICE: $7.99,http://www.mccallscandles.com/images/CBUM2.jpg
Double Wick Classic 08oz-APPLE SPICE,ITEM NUMBER: D8A,Home|McCall's Candles|Candle Bars,"About this Fragrance ~ This warm red apple fragrance emits a hint of cinnamon and spice. A rusty-red delight which is a year-round favorite.
About this Product ~ Our Double Wick Classic™ beauties feature our signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Quicker pooling than a single wick candle (liquefies faster)
Has more fragrance throw than a single wick candle (smells stronger) 
Does not burn at a faster rate, just uses 2 smaller wicks for more even burning  
  Approximate Burn Time ~ 55-65 hours
  Made in the USA",1,UNIT PRICE: $14.50,http://www.mccallscandles.com/images/D8A.jpg
Double Wick Classic 08oz-BALSAM FOREST,ITEM NUMBER: D8BF,Home|McCall's Candles|Candle Bars,"About this Fragrance: Crisp, woodsy notes with a touch of Lily of the Valley. Fresh balsam with a sprinkle of cinnamon and clove.
(This same fragrance is also packaged as 'Under the Mistletoe' for the Christmas season.)
  About this Product ~ Our Double Wick Classic™ beauties feature our signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Quicker pooling than a single wick candle (liquefies faster)
Has more fragrance throw than a single wick candle (smells stronger) 
Does not burn at a faster rate, just uses 2 smaller wicks for more even burning  
  Approximate Burn Time ~ 55-65 hours
  Made in the USA",1,UNIT PRICE: $14.50,http://www.mccallscandles.com/images/D8BF.jpg
Double Wick Classic 08oz-BANANA NUT,ITEM NUMBER: D8BN,Home|McCall's Candles|Candle Bars,"About this Fragrance ~ You've just stepped into Laura's Loaves and Goodies, a small, quaint family bakery where Laura is baking her famous cream-cheese filled banana nut bread. A fresh, hot, out-of-the-oven scent. This caramel colored goody is a definite crowd pleaser!
(Pssstt…Yes, there really is an Aunt Laura and she owns Laura’s Loaves and Goodies in La Habra, CA!)
  About this Product ~ Our Double Wick Classic™ beauties feature our signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Quicker pooling than a single wick candle (liquefies faster)
Has more fragrance throw than a single wick candle (smells stronger) 
Does not burn at a faster rate, just uses 2 smaller wicks for more even burning  
  Approximate Burn Time ~ 55-65 hours
  Made in the USA",1,UNIT PRICE: $14.50,http://www.mccallscandles.com/images/D8BN.jpg
Double Wick Classic 08oz-CABIN SCENTS,ITEM NUMBER: D8CA,Home|McCall's Candles|Candle Bars,"About this Fragrance ~ Perfect for that log-cabin feeling, this cozy creation from McCall's offers a touch of spicy pine and the great outdoors. (This same fragrance is also packaged as ""Christmas Tree"" for the Christmas Season.)
  About this Product ~ Our Double Wick Classic™ beauties feature our signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Quicker pooling than a single wick candle (liquefies faster)
Has more fragrance throw than a single wick candle (smells stronger) 
Does not burn at a faster rate, just uses 2 smaller wicks for more even burning  
  Approximate Burn Time ~ 55-65 hours
  Made in the USA",1,UNIT PRICE: $14.50,http://www.mccallscandles.com/images/D8CA.jpg
Double Wick Classic 08oz-CINNAMON,ITEM NUMBER: D8CM,Home|McCall's Candles|Candle Bars,"About this Fragrance ~ Warm spicy cinnamon sticks overwhelm this red-hot fragrance. Add this ""Superior"" Cinnamon to your collection.
  About this Product ~ Our Double Wick Classic™ beauties feature our signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Quicker pooling than a single wick candle (liquefies faster)
Has more fragrance throw than a single wick candle (smells stronger) 
Does not burn at a faster rate, just uses 2 smaller wicks for more even burning  
  Approximate Burn Time ~ 55-65 hours
  Made in the USA",1,UNIT PRICE: $14.50,http://www.mccallscandles.com/images/D8CM.jpg
Double Wick Classic 08oz-COTTON CANDY,ITEM NUMBER: D8CN,Home|McCall's Candles|Candle Bars,"About this Fragrance ~ First introduced at the St. Louis World’s Fair in 1904, Cotton Candy is a magical creation of sweet sugar crystals melted and spun into what was originally called “Fairy Floss”.  Creamy vanilla, frosted bergamot and pink poppies add a flirty, fresh layer to this already whimsical treat.
   About this Product ~ Our Double Wick Classic™ beauties feature our signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
Quicker pooling than a single wick candle (liquefies faster)
Has more fragrance throw than a single wick candle (smells stronger) 
Does not burn at a faster rate, just uses 2 smaller wicks for more even burning  
Approximate Burn Time ~ 55-65 hours
  Made in the USA",1,UNIT PRICE: $14.50,http://www.mccallscandles.com/images/D8CN.jpg
