SACD,"Brazos™ Straight Aromatic Cedar Walking Stick
The Straight Aromatic Cedar Walking Stick is handcrafted from aromatic cedar, making it one of the most attractive straight sticks in our line. Its red and purple hues coupled with cream-colored sapwood swirl beautifully down this staff. To bolster its stability, we make the Straight Aromatic Cedar Walking Stick from three pieces of 3/8-inch, laminated aromatic cedar boards. Please note that cedar is not a hardwood and tends to be softer than most woods and can dent or scratch easier. The Straight Aromatic Cedar Walking Stick comes in one of four sizes: 41-inches (primarily a child's size""), 48-inches, 55-inches, and 58-inches. The staff also comes with a standard rubber ferrule for a firm, secure grip on virtually any surface.
Made in America, One at a Time
Unlike sterile, lifeless metal canes and poles, Brazos walking canes offer natural appeal because they are made from real wood. You can see the fine detail and beauty of the actual tree when you look at one. Each cane is a work of art. Plus, because they are solid wood, there are no moving parts to become unstable. Brazos Walking Sticks is family operated and located in the beautiful Brazos River Valley of Central Texas. Each walking stick is handcrafted by skilled local craftsmen.
Make it Uniquely Yours
All our hiking sticks can be personalized with laser engraving, making them uniquely yours. Walking sticks and canes can be further customized with accessories listed above, per your choice.",http://cdn1.bigcommerce.com/server5600/7fd49/products/1667/images/6129/_BEN3279_A__28213.1342462626.1280.1280.jpg?c=2
641-2571-0005,• Use with existing toilet seat and lid • Hinge design allows seat to be raised and lowered like a regular toilet seat • Elevates the seat by 3Ó • Weight Capacity: 300 lbs.,http://cdn1.bigcommerce.com/server5600/7fd49/products/3313/images/8776/641-2571-0005__17195.1435267255.1280.1280.jpg?c=2
640-2006-0000,"•Adds 2 inches to doorways, allowing barrier-free access for most wheelchairs, walkers and transfer chairs •An easy, inexpensive way to expand most doorway openings •Installs using the same screws and holes as the existing hinge •Decorative brass finish looks attractive •Comes with two hinges per package",http://cdn1.bigcommerce.com/server5600/7fd49/products/3219/images/8683/640-2006-0000__28081.1435267143.1280.1280.jpg?c=2
WGDS,"The Wire Grid Display Stand offers a convenient, low cost way to store all of your Brazos Walking Sticks & Canes. Whether you’re an avid collector or a budding enthusiast, this display gives you room to grow! The wire grid design offers the benefits of a “see through” design, a 25-stick storage capacity, and a minimal “footprint” -- only one square foot.
  The elegant wire design, attractive wood veneer base, and the eye-catching Brazos Walking Sticks signage means you’ll be proud to display this piece in virtually any location in your home. Its neutral coloring is ideal for any setting.

All of our walking sticks and canes are handcrafted in Texas, so when you buy a Brazos Walking Stick, you know you’re buying a piece of true Americana. And, like our handmade walking sticks, this display is an ideal gift for any collector, adding a touch of class and distinction to all the Brazos Walking Sticks it majestically displays.",http://cdn1.bigcommerce.com/server5600/7fd49/products/2992/images/8122/IMG_1336_Edit__12883.1400189359.1280.1280.jpg?c=2
802-1017-0645,"• 5"" non swivel wheels • Weight capacity 250 lbs. • Color: Silver • Constructed of strong anodized 1"" aluminum tubing with riveted construction for added strength • Legs adjust from 32"" to 38"" in 1"" increments for user comfort and to promote proper walking posture",http://cdn1.bigcommerce.com/server5600/7fd49/products/3845/images/9306/802-1017-0645__28285.1435267856.1280.1280.jpg?c=2
560-8037-0021,• Protects bedding from moisture • Soft against skin • Cotton flannel bonds to non-allergenic synthetic rubber • Neutral white finish • Autoclavable and machine washable,http://cdn1.bigcommerce.com/server5600/7fd49/products/3510/images/8972/560-8037-0021__14566.1435267488.1280.1280.jpg?c=2
BDWC,"Brazos™ Twisted Bois D'Arc Exotic Walking Cane
The Twisted Bois D'Arc Exotic Walking Cane is both a strong and beautiful cane, so whether you simply add it to your growing collection, or use it as a daily walking aid, this cane is sure to impress! When finished, bois d'arc (pronounced bow-dark) is a stunning yellow-orange wood that is beautiful for both woodworkers and cane collectors. Our craftsmen choose the finest Bois D'Arc lumber, cut it to size, work it on a router, sand it, and then twist it with our signature spiral. The finished product is a stylish, attractive walking cane that is fit for any occasion. The cane handle is attached to the shaft using a timeless mortise and tenon joint. This joint has been used by woodworkers for centuries, and it's known for its strength and reliability. The shaft and handle are worked with a router, and then sanded to a smooth perfection. The final piece is sprayed with a protective coat of clear lacquer, designed to magnify the wood's beauty. When you buy a Brazos Walking Cane, you're buying a true piece of handcrafted Americana.
Made in America, One at a Time
Unlike sterile, lifeless metal canes and poles, Brazos walking canes offer natural appeal because they are made from real wood. You can see the fine detail and beauty of the actual tree when you look at one. Each cane is a work of art. Plus, because they are solid wood, there are no moving parts to become unstable. Brazos Walking Sticks is family operated and located in the beautiful Brazos River Valley of Central Texas. Each walking stick is handcrafted by skilled local craftsmen.
Make it Uniquely Yours
All our hiking sticks can be personalized with laser engraving, making them uniquely yours. Walking sticks and canes can be further customized with accessories listed above, per your choice.",http://cdn1.bigcommerce.com/server5600/7fd49/products/1778/images/6291/_BEN4957_A__96453.1342478864.1280.1280.jpg?c=2
42-840-000,• Use for heat or cold therapy • Helps promote healing; soothes muscle aches and menstrual cramps • Made of durable natural rubber; contains latex • Large 2-quart capacity • Ribbed surface,http://cdn1.bigcommerce.com/server5600/7fd49/products/3216/images/8680/42-840-000__42134.1435267139.1280.1280.jpg?c=2
IBBWC,"Brazos™ Free Form Iron Bamboo Walking Cane
The Free Form Iron Bamboo Walking Cane is a walking cane that boasts unparalleled strength coupled with an unusually light weight. Iron Bamboo -- technically giant grass"" and not wood -- has a tremendous strength-to-weight ratio, making the Iron Bamboo Walking Cane simultaneously one of the lightest and strongest walking canes we carry. Thanks to iron bamboo's thick walls, durability, ruggedness, and smooth, natural surface, the Iron Bamboo Walking Cane is an easy-to-handle, reliable walking aid. The hardwood handle is prepared with equal care; it's attached to the shaft with a timeless mortise and tenon joint for a strong, secure fit. Like all of our Free Form walking sticks and canes, the Free Form Iron Bamboo Walking Cane is rustic and natural, as the tree grows. Each cane comes with a standard rubber ferrule for a firm, secure grip on virtually any surface. Like all of our finely crafted walking sticks and canes, the Free Form Iron Bamboo Walking Cane is made in the USA by our skilled craftsmen using the highest quality wood and time-tested methods.
Made in America, One at a Time
Unlike sterile, lifeless metal canes and poles, Brazos walking canes offer natural appeal because they are made from real wood. You can see the fine detail and beauty of the actual tree when you look at one. Each cane is a work of art. Plus, because they are solid wood, there are no moving parts to become unstable. Brazos Walking Sticks is family operated and located in the beautiful Brazos River Valley of Central Texas. Each walking stick is handcrafted by skilled local craftsmen.
Make it Uniquely Yours
All our hiking sticks can be personalized with laser engraving, making them uniquely yours. Walking sticks and canes can be further customized with accessories listed above, per your choice.",http://cdn1.bigcommerce.com/server5600/7fd49/products/1797/images/6367/_BEN3416_A__50669.1342530404.1280.1280.jpg?c=2
SNSL,"Brazos™ Snow Stick Walking Stick
The Snow Stick Walking Stick, 52 inches, is your snow trekking partner doubling as an snow depth checking tool and a sturdy walking aid or cross country ski aid. This useful staff is fashioned from sturdy oak or ash, making it strong and highly durable. Each Snow Stick is outfitted with a strong metal tip that provides a firm, secure grip while trekking or skiing through snow. Additionally, the Snow Stick comes with a handy 36-inch ruler screen printed on the side of the shaft so you can test the depth of the snow before you venture over it. After each piece of ash or oak is carefully chosen, prepared, cut, and sanded, each staff is stained a beautiful tan, magnifying the wood's natural grain pattern. Finally, every stick is sprayed with a protective clear coat lacquer. The result is a smooth finish that highlights the wood's intrinsic beauty. The finished staff is a one-of-a-kind with the Brazos™ Snow Stick engraved on the handle.
Made in America, One at a Time
Unlike sterile, lifeless metal canes and poles, Brazos walking canes offer natural appeal because they are made from real wood. You can see the fine detail and beauty of the actual tree when you look at one. Each cane is a work of art. Plus, because they are solid wood, there are no moving parts to become unstable. Brazos Walking Sticks is family operated and located in the beautiful Brazos River Valley of Central Texas. Each walking stick is handcrafted by skilled local craftsmen.
Make it Uniquely Yours
All our hiking sticks can be personalized with laser engraving, making them uniquely yours. Walking sticks and canes can be further customized with accessories listed above, per your choice.",http://cdn1.bigcommerce.com/server5600/7fd49/products/2997/images/8141/IMG_1413__95765.1400534699.1280.1280.jpg?c=2
