Happiness is Homemade Shelf Sitter,,,,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Blue Floral Shelf Sitters,,,,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Butterfly Teacup Planter,,,,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Matte Spring Pot Cover with Twine Bow,,,,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Standing Plush Bunny Decor,,,,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Beige Bunny Shelf Sitter,,,,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Limited Edition 2 Wick Loaf Lemon Pound Cake,,,"Sunny, fresh fragrance of lemons kissed with the sweetness of cake in our yellow 2 wick loaf cake candle drizzled with white “icing”",,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Twisted Wood Candle Pillar,,, ,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
"Wood Tray, 5 Wick – Assorted Colors",,, ,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Square Silver Tray,,,Square Silver Tray is a perfect fit for your favorite Warm Glow Hearth Candle,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Brown Wire Nest Bowl,,,Brown Wire Nest Bowl is the perfect way to display you favorite Warm Glow Mini Hearth Candle.,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Mercury Glass Candle – Magenta/Pink Champagne,,,"Gorgeous Mercury Glass Candle in Magenta – Pink Champagne: champagne accord, lime zest & sparkling grapefruit with a touch of strawberry, melon and pear.",,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Mercury Glass Candle – Blue/Jeweled Island,,,Gorgeous Mercury Glass Candle in Blue – Jeweled Island:  notes of relaxing turquoise waters with hints of fruity pineapple.,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Mercury Glass Candle – Copper/Cinnamon Oatmeal Cookie,,,"Gorgeous Mercury Glass Candle in Copper – Cinnamon Oatmeal Cookie:  notes of nutty oats, warm cinnamon and rich vanilla.",,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Mercury Glass Candle – Green/Brandied Pear,,,Gorgeous Mercury Glass Candle in Green – Brandied Pear: juicy pear with hints of spice.,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Mercury Glass Candle – Light Blue/Pure Paradise,,,"Gorgeous Mercury Glass Candle in Light Blue – Pure Paradise: exotic, sweet scent of colorful, fragrant flowers..",,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Birchwood Brandy Mini Hearth Set,,,This beautiful mini hearth candle set features the fresh and delicate blend of apple and floral infused with a woody base of cedarwood and pine. in our Birchwood Brandy Mini Hearth!,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Lilac Blossom Mini Hearth Set,,, ,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Lemon Bliss Hearth Set,,,"This beautiful hearth candle set looks like sunshine!  Features one Warm Glow Lemon Bliss Hearth Candle, Square Silver Candle Tray and Deep Orange and Yellow Daisy 4.5″ Candle Ring.",,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Aluminum Candle Pan – Round,,, ,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Aluminum Candle Pan – Triangle,,, ,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Smoky Raspberry and Cream Daisy 3″ Candle Ring,,,,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Deep Orange and Yellow Daisy 4.5″ Candle Ring,,,Lemon Bliss Hearth Candle and Silver Square Tray shown in photo sold separately.  Also available as gift set.,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Deep Orange and Yellow Daisy 3″ Candle Ring,,,,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Purple and Yellow Spring Flower 3″ Candle Ring,,,Our Mini Hearth looks beautiful adorned with this Purple and Yellow Spring Candle ring with faux greenery accented with purple and yellow pips.  ,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
Spring Flower 6″ Candle Ring,,,Our spring flower candle ring is a great compliment to our hearth candles.,,,,,,,1,99,,,,,1,WarmGlow400,WarmGlow160,No/img,img,,,WarmGlow800,img
