Sunflower  Pie  Plate,3119-507,,Enjoy a wonderful home baked pie in our classic pie plate now available in a beautiful new sunflower pattern. The Rowe pie plate is a #1 best seller as it always bakes the pie crust to perfection and holds the warmth of the pie all the way till serving. Enjoy the new pattern on your fall harvest table.,,,,,Not Applicable,,1,,,,,,,rowepottery400,rowepottery160,http://www.rowepottery.com/media/catalog/product/cache/5/image/9df78eab33525d08d6e5fb8d27136e95/s/u/sunflowers_pie_plate.jpg,sunflowers_pie_plate.jpg,,,rowepottery800,sunflowers_pie_plate.jpg
Classic  Utensil  Jar-  Snowman,3203-200,,The Utensil Jar can be used to store kitchen gadgets in holiday style!,,,,,"6 1/2""",,1,,,,,,,rowepottery400,rowepottery160,http://www.rowepottery.com/media/catalog/product/cache/5/image/9df78eab33525d08d6e5fb8d27136e95/3/2/3203-200_1_1.jpg,3203-200_1_1.jpg,,,rowepottery800,3203-200_1_1.jpg
Teaberry  Spoon  Rest,3316-626,,Teaberry Spoon Rest. Teaberry pottery is Blue/Gray in color,,,,,"1""",,1,,,,,,,rowepottery400,rowepottery160,http://www.rowepottery.com/media/catalog/product/cache/5/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3316-626.jpg,3316-626.jpg,,,rowepottery800,3316-626.jpg
Provincial  Loaf  Pan,3629-210,,Provincial Loaf Pan,,,,,"10 1/2""",,1,,,,,,,rowepottery400,rowepottery160,http://www.rowepottery.com/media/catalog/product/cache/5/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3629-210_1.jpg,3629-210_1.jpg,,,rowepottery800,3629-210_1.jpg
Classic  Pie  Plate-  Thankful,3119-153,,"Our NEW Thankful Pattern is a perfect addition to our Fall Collection. It is finished in a new light ash glaze for a warm glaze. Perfect gift for any close friend or family member,or housing a freshly baked pie on your kitchen counter. Our classic pie plates are renowned for evenly distributing heat while baking, thus producing a pie crust with a crisp golden flaky texture. All Rowe Pottery is microwave, dishwasher and oven safe. Rowe Pottery Works, the makers of hand-crafted fun and functional pottery, is an American company that brings artistically crafted pottery into everyday tabletop and home décor.",,,,,Not Applicable,,1,,,,,,,rowepottery400,rowepottery160,http://www.rowepottery.com/media/catalog/product/cache/5/image/9df78eab33525d08d6e5fb8d27136e95/s/e/seasonal_thankful_pie_plate_2_1.jpg,seasonal_thankful_pie_plate_2_1.jpg,,,rowepottery800,seasonal_thankful_pie_plate_2_1.jpg
Family  is  Everything  Pie  Plate,3119-302,,"The ""Family is Everything"" Pie Plate has quickly become our number one favorite with collectors. It makes a perfect gift for any close friend or family member, and looks great hung on a wall, or housing a freshly baked pie on your kitchen counter. Our salt glaze pie plates are renowned for evenly distributing heat while baking, thus producing a pie crust with a crisp golden flaky texture. All salt glaze pottery is microwave, dishwasher and oven safe. Rowe Pottery Works, the makers of hand-crafted fun and functional pottery, is an American company that brings artistically crafted pottery into everyday tabletop and home décor.",,,,,Yes,,1,,,,,,,rowepottery400,rowepottery160,http://www.rowepottery.com/media/catalog/product/cache/5/image/9df78eab33525d08d6e5fb8d27136e95/f/a/familypieplate_1.jpg,familypieplate_1.jpg,,,rowepottery800,familypieplate_1.jpg
Pie  Plate-  Rooster,3119-832,,"The spirited Rooster pattern Pie Plate has long been a classic favorite among collectors. It makes a perfect gift for any close friend or family member, and looks great hung on a wall, or housing a freshly baked pie on your kitchen counter. Our pie plates are renowned for evenly distributing heat while baking, thus producing a pie crust with a crisp golden flaky texture. All Rowe Pottery is microwave, dishwasher and oven safe. Rowe Pottery Works, the makers of hand-crafted fun and functional pottery, is an American company that brings artistically crafted pottery into everyday tabletop and home décor.",,,,,"9""",,1,,,,,,,rowepottery400,rowepottery160,http://www.rowepottery.com/media/catalog/product/cache/5/image/9df78eab33525d08d6e5fb8d27136e95/3/1/3119-832.jpg,3119-832.jpg,,,rowepottery800,3119-832.jpg
Pig  1  1/2  Pint  Crock,3201-829,,"New! ~ The Piglet 1 1/2 Pint Crock is a new item and will quickly become a favorite among collectors. It makes a perfect gift for any close friend or family member, and looks great housing and organizing kitchen supplies in slyle. The rich earthy brown is an ash glaze finish that warms up any lackluster space. All salt glaze pottery is microwave, dishwasher and oven safe. Rowe Pottery Works, the makers of hand-crafted fun and functional pottery, is an American company that brings artistically crafted pottery into everyday tabletop and home décor.",,,,,"4""H",,1,,,,,,,rowepottery400,rowepottery160,http://www.rowepottery.com/media/catalog/product/cache/5/image/9df78eab33525d08d6e5fb8d27136e95/p/i/pig_pint.jpg,pig_pint.jpg,,,rowepottery800,pig_pint.jpg
Bird  1  1/2  Pint  Crock,3201-862,,"Add this piece to your home to bring instant life to any shelf or niche. Hand-made and painted by local artisans in Cambridge, WI. (1 Quart)",,,,,"4""",,1,,,,,,,rowepottery400,rowepottery160,http://www.rowepottery.com/media/catalog/product/cache/5/image/9df78eab33525d08d6e5fb8d27136e95/3201-862.jpg,3201-862.jpg,,,rowepottery800,3201-862.jpg
Classic  Pie  Plate-  Thankful,3201-candle 1 Case (6 candles),,"Our NEW Thankful Pattern is a perfect addition to our Fall Collection. It is finished in a new light ash glaze for a warm glaze. Perfect gift for any close friend or family member,or housing a freshly baked pie on your kitchen counter. Our classic pie plates are renowned for evenly distributing heat while baking, thus producing a pie crust with a crisp golden flaky texture. All Rowe Pottery is microwave, dishwasher and oven safe. Rowe Pottery Works, the makers of hand-crafted fun and functional pottery, is an American company that brings artistically crafted pottery into everyday tabletop and home décor.",,,,,Not Applicable,,1,,,,,,,rowepottery400,rowepottery160,http://www.rowepottery.com/media/catalog/product/cache/5/image/9df78eab33525d08d6e5fb8d27136e95/s/e/seasonal_thankful_pie_plate_2_1.jpg,seasonal_thankful_pie_plate_2_1.jpg,,,rowepottery800,seasonal_thankful_pie_plate_2_1.jpg
Pig  Utensil  Jar,3203-829,,"New! ~ The Piglet Utensil Jar is a new item and will quickly become our number one favorite with collectors. It makes a perfect gift for any close friend or family member, and looks great housing and organizing kitchen utensils on your kitchen counter. The rich earthy brown is an ash glaze finish that warms up any lackluster space. All salt glaze pottery is microwave, dishwasher and oven safe. Rowe Pottery Works, the makers of hand-crafted fun and functional pottery, is an American company that brings artistically crafted pottery into everyday tabletop and home décor.",,,,,"6 1/2""H",,1,,,,,,,rowepottery400,rowepottery160,http://www.rowepottery.com/media/catalog/product/cache/5/image/9df78eab33525d08d6e5fb8d27136e95/3/2/3203-829.jpg,3203-829.jpg,,,rowepottery800,3203-829.jpg
