Large Gingerbread Man Cookie Cutter,Item #: 7945A,Home  /  Metal Cookie Cutters  /  Gingerbread Man  /  ...,No dim.,"NEW! The bigger, the better. Our 5"" Gingerbread Man Cookie Cutter is perfect for your oversized holiday cookies. This large Gingerbread Man is perfect for cookie decorating. This Cookie Cutter can be used to cut cookie dough, fondant, fruit, filled with treats or used in crafts.

Cookies decorated by A Dozen Eggs.",None,https://s3.amazonaws.com/cdn.annclarkcookiecutters.com/images/uploads/7945a-gingerbread-man-5in-cookie-cutter-ann-clark-lrg.jpg
Apple Tree Cookie Cutter,Item #: 7915A,Home  /  Seasonal  /  Fall  /  ...,No dim.,"NEW! The apple doesn't fall far from the tree with our 3 5/8"" Apple Tree cookie cutter! Perfect for spring blossoms and crisp fall days, as well as the dog days of summer. This lollipop tree shape makes terrific fruit trees or can be used as a volcano, flower bouquet, broccoli, cauliflower and more. You can't take a bite out of this cookie cutter, but you can take a bite out of any edible cookies you make with it!

""Enchanted Forest"" Cookies decorated by Teri Pringle Wood.",None,https://s3.amazonaws.com/cdn.annclarkcookiecutters.com/images/uploads/7915a-apple-tree-cutter-ann-clark-lrg.jpg
Candy Cookie Cutter,Item #: 7952A,Home  /  Holiday  /  Halloween  /  ...,No dim.,"Ann Clark's 3 5/8"" Candy Cookie Cutter celebrates all things sweet. Use this shape for Halloween, Christmas, or any time you want to add some sugary sweetness to a cookie platter.",None,https://s3.amazonaws.com/cdn.annclarkcookiecutters.com/images/uploads/7952a-candy-cookie-cutter-ann-clark-lrg.jpg
Orca Cookie Cutter,Item #: 7930A,Home  /  Metal Cookie Cutters  /  Animal  /  ...,No dim.,"NEW! Are you ready for a ""killer"" cookie cutter? The 5"" shape is ideal for marine life enthusiasts. You'll have a whale of a time making cookies and other crafts!",None,https://s3.amazonaws.com/cdn.annclarkcookiecutters.com/images/uploads/7930a-orca-cookie-cutter-ann-clark-lrg.jpg
Ballet Slipper Cookie Cutter,Item #: 7929A,Home  /  Metal Cookie Cutters  /  Sports  /  ...,No dim.,"NEW! Practice ""Swan Lake"" moves with our 4 1/2"" Ballet Slipper Cookie Cutter- perfect for current and aspiring ballerinas. Surprise your favorite ballet dancer after a recital, or make cookies just for fun. Pair it with the Tutu and Ballerina for ballet-themed cookies!",None,https://s3.amazonaws.com/cdn.annclarkcookiecutters.com/images/uploads/7929a-ballet-slipper-cookie-cutter-ann-clark-lrg.jpg
Mason Jar Cookie Cutter,Item #: 7735A,Home  /  Occasions & Celebrations  /  Wedding  /  ...,No dim.,"If you're stuck on what to use as a wedding or bridal shower favor, consider Ann Clark's Mason Jar Cookie Cutter- either use the cookie cutter itself, or have shaped cookies for your guests! This shape is also a fun gift for someone who is into canning, or who enjoys drinking out of mason jars.",None,https://s3.amazonaws.com/cdn.annclarkcookiecutters.com/images/uploads/7735a-mason-jar-cookie-cutter-ann-clark-lrg.jpg
Winter Snowflake Cookie Cutter,Item #: 7954A,Home  /  Seasonal  /  Winter  /  ...,No dim.,"NEW! Having a ""Frozen""-themed birthday party? Use Ann Clark's 4 1/4"" Winter Snowflake Cookie Cutter! This shape is perfect for the whole season, from baking to gifting. Made in the USA.",None,https://s3.amazonaws.com/cdn.annclarkcookiecutters.com/images/uploads/7954a-winter-snowflake-4-25in-cookie-cutter-ann-clark-lrg.jpg
Triangle Cookie Cutter,Item #: 7982A,Home  /  Shape  /  Shape & Symbol  /  ...,No dim.,"Pythagorean Theorem fans, rejoice! The 3 1/2"" Triangle Cookie Cutter is great for a child's birthday or for math teachers to use in the classroom. It could also be used for all sorts of craft projects.",None,https://s3.amazonaws.com/cdn.annclarkcookiecutters.com/images/uploads/7982a-triangle-cookie-cutter-ann-clark-lrg.jpg
Arrow Cookie Cutter,Item #: 7900A,Home  /  Holiday  /  Valentine's Day  /  ...,No dim.,"NEW! Let Ann Clark's 4 1/2"" Arrow Cookie Cutter point the way to terrific cookies. Make arrow shaped cookies and treats or use for crafts and decorating. Fun for Weddings, Valentines and just for fun. Fits right into any Boho Chic theme. Made in the USA.",None,https://s3.amazonaws.com/cdn.annclarkcookiecutters.com/images/uploads/766_1157_large.jpg
Jack-o-Lantern Cookie Cutter,Item #: 1070A,Home  /  Holiday  /  Halloween  /  ...,No dim.,"Embrace the spirit of Halloween by creating festive pumpkin cookies for a child's classroom-or bring them to work! Not just for baking cookies, this 4"" cookie cutter could also be used to cut out soft fruits or cheeses, or for craft projects.",None,https://s3.amazonaws.com/cdn.annclarkcookiecutters.com/images/uploads/1070a-jack-o-lantern-cookie-cutter-ann-clark-lrg.jpg
