" Product Detail - Nautical Alphabet/Signal Flag - Size 6""H x 9""W: Letter A",FK 597 A,"International Nautical Alphabet Signal Flag Signs individually hand-painted and distressed on wood. Available in A-Z plus two popular signal flags; Hurricane Warning and Diver Down.

Each has a saw tooth hook for simple hanging inside or out. Spell out your name or favorite saying or try one of ours; TGIF, PEACE, SAIL, RELAX! Be creative!","Product Dimensions: 6"" H x 9"" W",1,$7.00 ,http://www.beachcombertrading.com/DSN/wwwbeachcomberscatalogcom/Commerce/ProductImages/lg000172.jpg
" Product Detail - Nautical Alphabet/Signal Flag - Size 6""H x 9""W: Letter B",FK 597 B,"International Nautical Alphabet Signal Flag Signs individually hand-painted and distressed on wood. Available in A-Z plus two popular signal flags; Hurricane Warning and Diver Down.

Each has a saw tooth hook for simple hanging inside or out. Spell out your name or favorite saying or try one of ours; TGIF, PEACE, SAIL, RELAX! Be creative!","Product Dimensions: 6"" H x 9"" W",1,$7.00 ,http://www.beachcombertrading.com/DSN/wwwbeachcomberscatalogcom/Commerce/ProductImages/lg000173.jpg
" Product Detail - Nautical Alphabet/Signal Flag - Size 6""H x 9""W: Letter C",FK 597 C,"International Nautical Alphabet Signal Flag Signs individually hand-painted and distressed on wood. Available in A-Z plus two popular signal flags; Hurricane Warning and Diver Down.

Each has a saw tooth hook for simple hanging inside or out. Spell out your name or favorite saying or try one of ours; TGIF, PEACE, SAIL, RELAX! Be creative!","Product Dimensions: 6"" H x 9"" W",1,$7.00 ,http://www.beachcombertrading.com/DSN/wwwbeachcomberscatalogcom/Commerce/ProductImages/lg000174.jpg
" Product Detail - Nautical Alphabet/Signal Flag - Size 6""H x 9""W: Letter D",FK 597 D,"International Nautical Alphabet Signal Flag Signs individually hand-painted and distressed on wood. Available in A-Z plus two popular signal flags; Hurricane Warning and Diver Down.

Each has a saw tooth hook for simple hanging inside or out. Spell out your name or favorite saying or try one of ours; TGIF, PEACE, SAIL, RELAX! Be creative!","Product Dimensions: 6"" H x 9"" W",1,$7.00 ,http://www.beachcombertrading.com/DSN/wwwbeachcomberscatalogcom/Commerce/ProductImages/lg000175.jpg
" Product Detail - Nautical Alphabet/Signal Flag - Size 6""H x 9""W: Diver Down",FK 597 DI,"The ""Diver Down"" International Nautical Signal Flag is one of the most popular and readily recognized symbols to alert boaters of divers below.

This flag is individually hand-painted and distressed on wood. Be creative! Hang this flag at the top and spell DIVE beneath!","Product Dimensions: 6"" H x 9"" W",1,$7.00 ,http://www.beachcombertrading.com/DSN/wwwbeachcomberscatalogcom/Commerce/ProductImages/lg000198.jpg
" Product Detail - Nautical Alphabet/Signal Flag - Size 6""H x 9""W: Letter E",FK 597 E,"International Nautical Alphabet Signal Flag Signs individually hand-painted and distressed on wood. Available in A-Z plus two popular signal flags; Hurricane Warning and Diver Down.

Each has a saw tooth hook for simple hanging inside or out. Spell out your name or favorite saying or try one of ours; TGIF, PEACE, SAIL, RELAX! Be creative!","Product Dimensions: 6"" H x 9"" W",1,$7.00 ,http://www.beachcombertrading.com/DSN/wwwbeachcomberscatalogcom/Commerce/ProductImages/lg000176.jpg
" Product Detail - Nautical Alphabet/Signal Flag - Size 6""H x 9""W: Letter F",FK 597 F,"International Nautical Alphabet Signal Flag Signs individually hand-painted and distressed on wood. Available in A-Z plus two popular signal flags; Hurricane Warning and Diver Down.

Each has a saw tooth hook for simple hanging inside or out. Spell out your name or favorite saying or try one of ours; TGIF, PEACE, SAIL, RELAX! Be creative!","Product Dimensions: 6"" H x 9"" W",1,$7.00 ,http://www.beachcombertrading.com/DSN/wwwbeachcomberscatalogcom/Commerce/ProductImages/lg000177.jpg
" Product Detail - Nautical Alphabet/Signal Flag - Size 6""H x 9""W: Letter G",FK 597 G,"International Nautical Alphabet Signal Flag Signs individually hand-painted and distressed on wood. Available in A-Z plus two popular signal flags; Hurricane Warning and Diver Down.

Each has a saw tooth hook for simple hanging inside or out. Spell out your name or favorite saying or try one of ours; TGIF, PEACE, SAIL, RELAX! Be creative!","Product Dimensions: 6"" H x 9"" W",1,$7.00 ,http://www.beachcombertrading.com/DSN/wwwbeachcomberscatalogcom/Commerce/ProductImages/lg000178.jpg
" Product Detail - Nautical Alphabet/Signal Flag - Size 6""H x 9""W: Letter H",FK 597 H,"International Nautical Alphabet Signal Flag Signs individually hand-painted and distressed on wood. Available in A-Z plus two popular signal flags; Hurricane Warning and Diver Down.

Each has a saw tooth hook for simple hanging inside or out. Spell out your name or favorite saying or try one of ours; TGIF, PEACE, SAIL, RELAX! Be creative!","Product Dimensions: 6"" H x 9"" W",1,$7.00 ,http://www.beachcombertrading.com/DSN/wwwbeachcomberscatalogcom/Commerce/ProductImages/lg000179.jpg
" Product Detail - Nautical Alphabet/Signal Flag - Size 6""H x 9""W: Hurricane Warning",FK 597 HU,"Nautical Alphabet/Signal Flag - Size 6""H x 9""W: Hurricane Warning","Product Dimensions: 6"" H x 9"" W",1,$7.00 ,http://www.beachcombertrading.com/DSN/wwwbeachcomberscatalogcom/Commerce/ProductImages/lg000199.jpg
