Mini Sampler Jars - Set of 3,Allspice Pumpkin Custard(Limited Quantities),181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
Mini Sampler Jars - Set of 3,Apples and Spice,181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
Mini Sampler Jars - Set of 3,Apricot Blackberry,181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
Mini Sampler Jars - Set of 3,Bourbon Maple Sugar,181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
Mini Sampler Jars - Set of 3,Butterscotch Bourbon Bundt Cake(Limited Quantities),181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
Mini Sampler Jars - Set of 3,Cafe Au Lait,181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
Mini Sampler Jars - Set of 3,Cilantro Clementine,181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
Mini Sampler Jars - Set of 3,Cinnamon Hazelnut Latte,181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
Mini Sampler Jars - Set of 3,Citrus and Sage,181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
Mini Sampler Jars - Set of 3,Citrus-Cardamom Sugar Cookies,181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
Mini Sampler Jars - Set of 3,Coconut Lime,181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
Mini Sampler Jars - Set of 3,Crisp Cotton,181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
Mini Sampler Jars - Set of 3,Fresh Strawberry,181,Home > Filled Glass Candles > Mini Sampler Jars > Mini Sampler Jars - Set of 3,"Product Description
This set of 3 Mini Sampler Jars is perfect for trying out our new Fall and Holiday scents!

Filled with 2.75 oz. of American Soybean WaxTM. Measures 2.5""h x 2.75""w with a 25 hour burn time.

* = Our Best Selling Fragrances",none
