Santa Plastic Bags,,Home|Country/Primitive Supplies|Bags|Folk Art Plastic Bags,"Our exclusive Santa plastic bags are sure to be a favorite with your customers. These durable plastic bags feature a 3 color print of Father Christmas in all his holiday splendor.

Size is 12 wide x 7"" side gusset x 22"" high. This seasonal design is available for a limited time.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/s/a/santa_bag.jpg,santa_bag.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/s/a/santa_bag.jpg,".Quantity and Price *:12 x 7 x 22 Santa plastic bags - 500 count pack +$59.50
Qty:|12 x 7 x 22 Santa plastic bags - 1000 count pac +$99.50
Qty:",Benson800,santa_bag.jpg
Apparel Boxes (Metallic Colors),,Home|Stock Items|Boxes|Gift & Apparel Boxes,"Available in beautiful colors and a number of
sizes, our color pop-up apparel boxes coordinate
beautifully with our paper shoppers. Boxes ship
flat for easy storage.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/a/p/appbox.png,appbox.png,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/a/p/appbox.png,"Available metallic colors *:-- Please Select --|Copper |Gold |Sage |Silver |Blue (Made to order) ;Size of Box *:10 x 7 x 1 1/4"" - pack of 100 (500 box minimum, 200 box minimum on in-stock metallic colors) +$69.10
Qty:|11 1/2 x 8 1/2 x 1 5/8"" - pack of 100 +$79.30
Qty:|14 x 4 1/2 x 1 1/4"" - pack of 100 (200 box minimum on in-stock metallic colors) +$68.90
Qty:|15 x 9 1/2 x 2 - pack of 100 +$97.40
Qty:|17 x 11 x 2 1/2"" - pack of 50 +$153.30
Qty:|19 x 12 x 3"" - pack of 50 +$193.60
Qty:|24 x 14 x 4"" - pack of 25 +$337.40
Qty:",Benson800,appbox.png
Apparel Boxes-Textured Colors on Kraft,,Home|Stock Items|Boxes|Gift & Apparel Boxes,"Available in beautiful colors and a number of
sizes, our color pop-up apparel boxes coordinate
beautifully with our paper shoppers. Boxes ship
flat for easy storage.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/a/p/appbox_1_2.png,appbox_1_2.png,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/a/p/appbox_1_2.png,"Available Textured Colors *:-- Please Select --|Black |Burgundy |Chocolate |Dark Green |Dartmouth Green |Purple |Navy |Sand |Teal |Gray ;Size of Box *:11 1/2 x 8 1/2 x 1 5/8"" - pack of 100 +$74.80
Qty:|15 x 9 1/2 x 2"" - pack of 100 +$90.50
Qty:|17 x 11 x 2 1/2"" - pack of 50 +$140.10
Qty:|19 x 12 x 3"" - pack of 50 +$175.50
Qty:|24 x 14 x 4"" - pack of 25 +$299.80
Qty:|One Piece folder style box - 14 x 4 1/2 x 5/8"" - pack of 100 (made to order 500 box minimum) +$88.30
Qty:",Benson800,appbox_1_2.png
Ink String Tags,,Home|Custom|Tags & Cards,"These custom ink printed tags are perfect for gifts and clothing. Tag strings are approximately 10” in length and are knotted to form a loop of approximately 5”. Tags may also be folded or perforated for no additional charge. Ink String Tags usually take 10 business days to print. Additional time is required for proofs & shipping. A proof will be provided for your approval once an order is placed.

TO PLACE AN ORDER:
1) Select a TAG COLOR for your string tags.
2) Select an IMPRINT COLOR. This will be the color used to print your business name/info on the tag.
3) Select a SIZE for your tag.
4) Select a QUANTITY. Larger quantities are available beyond those listed.

In the SPECIAL INSTRUCTIONS section give us any details regarding the custom layout you would like. You can email your artwork to us at info@bensonmarketinggroup.com. If we have questions regarding your order you will be contacted by a Benson representative. YOU WILL NOT BE CHARGED UNTIL YOUR ART PROOF IS APPROVED.

We realize that ordering custom items can sometimes be a challenge, so we’re here to help. For additional questions or assistance in placing a custom order, contact us at 866-520-2247 or 614-890-2355.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/c/o/country_cupboards_tag_6.jpg,country_cupboards_tag_6.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/c/o/country_cupboards_tag_6.jpg,"Background Colors *:--;Imprint Color *:--;Font Styles *:--;Sizes *:https://www.bensonmarketinggroup.com/media/customoptions/options/167/830/Small_String_Tag_Sizes.JPG;Quantity & Price *:-- Please Select --|ST1 - 1,000 Quantity +$141.00|ST1 - 2,000 Quantity +$196.00|ST2 - 1,000 Quantity +$137.00|ST2 - 2,000 Quantity +$186.00|ST3 - 1,000 Quantity +$137.00|ST3 - 2,000 Quantity +$186.00|ST4 - 1,000 Quantity +$137.00|ST4 - 2,000 Quantity +$186.00|ST5 - 1,000 Quantity +$149.00|ST5 - 2,000 Quantity +$198.00|MT1 - 1,000 Quantity +$149.00|MT1 - 2,000 Quantity +$198.00|MT2 - 1,000 Quantity +$162.00|MT2 - 2,000 Quantity  +$224.00|MT3 - 1,000 Quantity +$162.00|MT3 - 2,000 Quantity +$224.00|MT4 - 1,000 Quantity +$170.00|MT4 - 2,000 Quantity +$236.00|MT5 - 1,000 Quantity +$170.00|MT5 - 2,000 Quantity +$236.00|LGT1 - 1,000 Quantity +$188.00|LGT1 - 2,000 Quantity +$250.00|XLT1 - 1,000 Quantity +$246.00|XLT1 - 2,000 Quantity +$452.00|XLT2 - 1,000 Quantity +$246.00|XLT2 - 2,000 Quantity +$452.00;Special Instructions *:text input",Benson800,country_cupboards_tag_6.jpg
Custom Gift Certificates,,Home|Country/Primitive Supplies|Gift Certificates & Holders,"These custom printed gift certificates are an excellent way to generate extra sales while keeping your customers coming back . The certificates are available in books of 50 and are perforated so that you keep a record of the transaction.

Custom Gift Certificates usually take 10 business days to print. Additional time is required for proofs & shipping. A proof will be provided for your approval once an order is placed.


TO PLACE AN ORDER:
1) Select a MATERIAL COLOR for your gift certificates.
2) Select a HOTSTAMP IMPRINT COLOR. This will be the color used to print your business name/info on the tag.
3) Select a QUANTITY. Larger quantities are available beyond those listed.

In the SPECIAL INSTRUCTIONS section give us any details regarding the custom layout you would like. You can email your artwork to us at info@bensonmarketinggroup.com. If we have questions regarding your order you will be contacted by a Benson representative. YOU WILL NOT BE CHARGED UNTIL YOUR ART PROOF IS APPROVED.

We realize that ordering custom items can sometimes be a challenge, so we’re here to help. For additional questions or assistance in placing a custom order, contact us at 866-520-2247 or 614-890-2355.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/g/i/gift_certificate_1.jpg,gift_certificate_1.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/g/i/gift_certificate_1.jpg,Background Material Colors *:-- Please Select --|Gloss White |Matte White |Ivory |Oatmeal |Natural Kraft ;Imprint Colors *:--;Fonts *:--;Quantity *:-- Please Select --|2 Books (100 certificates) +$99.00|3 Books (150 certificates) +$148.00|4 Books (200 certificates) +$177.00|6 Books (300 certificates) +$240.00|10 Books (500 certificates) +$350.00;Special Instructions *:text input,Benson800,gift_certificate_1.jpg
Tints on Kraft Shopping Bags,,Home|Stock Items|Bags,"The beautiful classic colors of our Tinted Kraft bags provide you with just the right touch of
understated elegance. Tinted Kraft bags are rich colors on natural kraft paper – the inside
of the bag and the twisted paper handles are natural kraft (except where noted).",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/t/i/tintkr.png,tintkr.png,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/t/i/tintkr.png,"Bag Color *:-- Please Select --|Black |Burnt Orange |Cerise, only in TPSROSE, ROD, MAD, and GAL sizes |Chocolate |Hunter Green |Navy |Olive |Rainforest Green, only in TPSROSE, ROD, MAD, and GAL sizes |Red |Slate Gray ;Bag Sizes *:Bag Size - 5 1/4 x 3 1/4x 8 3/8 - Case of 250, also available in Cerise and Rainforest Green +$130.75
Qty:|Bag Size - 8 x 4 3/4x 10 3/8 - Case of 250, also available in Cerise and Rainforest Green +$114.00
Qty:|Wine Bag Size - 5 1/4 x 3 1/2 x 13 - Case of 250 - Available in Black, Chocolate, Burnt Orange, and Olive +$140.25
Qty:|Double Wine Bag Size - 6 1/4 x 3 1/2 x 13 - Case of 250, Available in Black, Chocolate, Burnt Orange, and Olive +$171.00
Qty:|Bag Size - 10 x 5 x 13 - Case of 250 +$130.00
Qty:|Bag Size - 13 x 6 x 15 - Case of 250 +$148.75
Qty:|Bag Size - 14 x 9 1/2 x 16- Case of 200, only available in Hunter Green +$146.60
Qty:|Bag Size - 16 x 6 x 12 3/8 - Case of 250, also available in Cerise and Rainforest Green +$147.00
Qty:|Bag Size - 16 x 6 x 19 1/4 - Case of 200, also available in Cerise and Rainforest Green +$141.80
Qty:|Bag Size - 18 x 7 x 18 3/4 - Case of 200 +$177.20
Qty:",Benson800,tintkr.png
Metallic Tints on Kraft Shopping Bags,,Home|Stock Items|Bags,"Not just another paper shopping bag! The fabulous metallic colors of these bags add
a luster not normally found on a paper bag. Available in five metallic shades and many
sizes. Bags are also available in the perfect size to hold a bottle of wine or champagne
- wonderful for gift giving! Bags are colored with metallic inks on natural kraft paper- the
inside of the bag and the twisted paper handles are natural kraft.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/m/t/mtintkr.png,mtintkr.png,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/m/t/mtintkr.png,"Bag Color *:-- Please Select --|Blue |Copper |Gold |Sage |Silver ;Bag Sizes *:Bag Size - 5 1/4 x 3 1/4x 8 3/8 - Case of 250 +$135.50
Qty:|Bag Size - 8 x 4 3/4x 10 3/8 - Case of 250 +$120.50
Qty:|Wine Bag Size - 5 1/4 x 3 1/2 x 13 - Case of 250 - Available in Copper, Gold and Silver only +$145.50
Qty:|Double Wine Bag Size - 6 1/4 x 3 1/2 x 13 - Case of 250, Available in Copper, Gold, and Silver only +$179.75
Qty:|Bag Size - 10 x 5 x 13 - Case of 250 +$162.75
Qty:|Bag Size - 13 x 6 x 15 - Case of 250 +$169.25
Qty:|Bag Size - 16 x 6 x 12 3/8 - Case of 250 +$163.75
Qty:|Bag Size - 16 x 6 x 19 1/4 - Case of 200 +$154.40
Qty:|Bag Size - 18 x 7 x 18 3/4 - Case of 200 +$189.00
Qty:",Benson800,mtintkr.png
Custom Patch Handle Bags,,Home|Bags|Plastic Bags|Patch Handle Bags,"These plastic bags feature a reinforced handle and are made of lo-density plastic, which provides a smooth, shiny look to the bag. Bags can be customized with a single color imprint or can be printed in full color. Pricing below features one color imprint pricing. For additional colors and options, email us at info@bensonmarketinggroup.com.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/p/a/patch_handle_bags_1.jpg,patch_handle_bags_1.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/p/a/patch_handle_bags_1.jpg,Bag Color *:--;Imprint Color *:--;Bag Size *:-- Please Select --|9 x 12  |12 x 15 |15 x 18 x 4 |18 x 18 x 4 |20 x 20 x 5 ;Special Instructions *:text input,Benson800,patch_handle_bags_1.jpg
Contemporary Tote,,Home|Bags|Reusable Bags,"Materials / Dimensions: 600D Polyester/16""L 11.5""H 4.5""W

Features:

Get your brand noticed on the tradeshow floor with this contemporary tote
Front pocket with Velcro closure
Large main compartment with snap closure
4.5"" gusset and 22"" shoulder straps
Back panel of each bag is natural

Decoration:

Print
Front pocket center 12W 3.5H
Back panel center 12W 5H
Embroider
Front pocket center 4.5"" dia.
Back panel center 5.5"" dia.
Additional decoration options may be available for this item; please contact your sales representative.

Set-up / Run Charges - $55

Shipping Information:
Carton Size: 19""L 16""H 15""W
Quantity: 80
Weight: 37 lbs.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/h/_/h_2233.jpg,h_2233.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/h/_/h_2233.jpg,"Bag Colors *:-- Please Select --|Black |Blue |Red |Apple Green |Hot Pink ;Quantity & Price *:-- Please Select --|50 bags - $7.68 each +$384.00|100 bags - $7.48 each +$748.00|200 bags - $7.38 each +$1,476.00;Special Instructions *:text input;Artwork Upload *:--",Benson800,h_2233.jpg
Chevron Tote,,Home|Bags|Reusable Bags,"Materials / Dimensions: Non-woven/15.75""L 12""H 6""W

Features:

Shopper tote with trendy, chevron patterned side panels
Large main compartment
Front slash pocket
24"" shoulder straps
Machine washable

Decoration:

Print
Front pocket center 6W 5H
Front pocket upper center 6W 2H
Photo/Heat Transfers
Front pocket center 6W 5H
Back panel center 9W 8H
Additional decoration options may be available for this item; please contact your sales representative.

Set-up / Run Charges

Shipping Information:
Carton Size: 23""L 13""H 17""W
Quantity: 125
Weight: 19 lbs.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/h/_/h_1630.jpg,h_1630.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/h/_/h_1630.jpg,"Bag Colors *:-- Please Select --|Black |Blue |Red |Apple Green |Purple ;Quantity & Price *:-- Please Select --|250 bags - $2.75 each +$687.50|500 bags - $2.50 each +$1,250.00|750 bags - $2.20 each +$1,650.00;Special Instructions *:text input;Artwork Upload *:--",Benson800,h_1630.jpg
