"Red Beaded Garland W/Tassels, 48""",SHNX2028,Home|Accents,"Our beaded garland has red, half-inch diameter wooden beads strung on a 36"" long string with 5"" long tassels on each end for a total length of 48"". Use your imagination to drape and design over books, candles, tiered trays, etc. This garland will make any display fresh and trendy.
•Material: Wood beads, jute tassels
•Size: 48"" L x 1/2"" Dia.
•Colors: Red, brown",,,,,,,6,10.95,144,9.95,,,6,Hearthside400,Hearthside160,https://www.thehearthsidecollection.com/shop/images/thumbnails/300/300/detailed/26/SHNX2028.jpg,SHNX2028.jpg,,,Hearthside800,SHNX2028.jpg
"2/Set, Black & White Cutout Stars",36647,Home|Designers,"Our Black & White Cutout Stars is a 2-piece set of chunky, wooden stars with a great primitive look. The sitters have a distressed, painted surface and can be displayed nested together, or separately. The small star is 4.5"" tall by 1"" thick and fits into the large star which is 9.5"" tall by 1"" thick.
- Material: Wood
- Size: Small Star 4.5"" Dia. x 1"" D, Large Star 9.5"" Dia. x 1"" D
- Color: Black, Ivory
- Designer: Dawn Stake",,,,,,,4,7.85,24,7.05,,,4,Hearthside400,Hearthside160,https://www.thehearthsidecollection.com/shop/images/thumbnails/300/300/detailed/25/36647_2.jpg,36647_2.jpg,,,Hearthside800,36647_2.jpg
Furry And Bright Dog Block,36602,Home|Col House Designs,"The Furry and Bright Dog Block is a sweet way to rejoice over all of life’s blessings this holiday season, especially the furry ones. A golden orange cutout of a Corgi with a bright right scarf around its neck graces this block. It reads ‘furry and bright’ in black script on a white finish with distressed edges. This block makes a lovely give for animal and dog-lovers and especially Corgi-owners. Measures 4"" high by 5” wide with a .75"" depth and has a keyhole hanger.
Material: Wood, felt
Size: 4"" H x 5"" W x .75"" Dp.
Colors: Orange, red, white, black
Keyhole hanger",,,,,,,12,2.9,72,2.6,,,12,Hearthside400,Hearthside160,https://www.thehearthsidecollection.com/shop/images/thumbnails/300/300/detailed/27/36602-HSA.jpg,36602-HSA.jpg,,,Hearthside800,36602-HSA.jpg
Primitive Candy Corn,CS38503,Home|Designers,"Our Primitive Candy Corn is a stuffed fabric ornament which has been hand-painted and accented with raffia, a jingle bell, and a paper tag that reads, ""Candy Corn."" Makes a great addition to a rustic Halloween or Fall display and has a string for hanging. Measures 7"" tall by 3.75"" wide and 1.5"" deep.
- Material: Fabric, Metal
- Size: 7"" H x 3.75"" W x 1.5"" D
- Color: Cream, Rust, Tan, Brown
- Designer: Dawn Stake",,,,,,,6,3.55,144,3.15,,,6,Hearthside400,Hearthside160,https://www.thehearthsidecollection.com/shop/images/thumbnails/300/300/detailed/25/CS38503.jpg,CS38503.jpg,,,Hearthside800,CS38503.jpg
Fall Ombre Eucalyptus Leaf & Berry Spray,18202,Home|Col House Designs,"The Fall Ombre Eucalyptus Leaf & Berry Spray will bring a burst of Fall-time beauty into farmhouse decor. This 20"" high spray has a lovely ombre coloring effect in shades of brown and gold on papery foam eucalyptus leaves. Scattered throughout are long fabric leaves in brown and white as well as sprigs of abundant mini cream colored berries. This spray looks great accenting harvest accessories or poking out of buckets and milk cans.
Material: Foam, fabric, wrapped wire
Size: 20"" H
Colors: Brown, cream, white",,,,,,,12,6.4,144,5.8,,,12,Hearthside400,Hearthside160,https://www.thehearthsidecollection.com/shop/images/thumbnails/300/300/detailed/26/18202-HSA.jpg,18202-HSA.jpg,,,Hearthside800,18202-HSA.jpg
Amen Oval Tray,36733,"Home|Decorative Plates|Trays, Platters & Candle Plates","Our Amen Oval Tray has a simple design with the words ""Amen Hallelujah"" in black, painted lettering on a cream background. This decorative, wooden tray is perfect for year-round display and the neutral color will work well within any collection. Measures 15.5"" across by 5.5"" high.
- Material: Wood
- Size: 5.5"" H x 15.5"" W x 1"" D
- Color: Cream, Black
- Designer: Michelle Kildow",,,,,,,3,7.85,24,7.05,,,3,Hearthside400,Hearthside160,https://www.thehearthsidecollection.com/shop/images/thumbnails/300/300/detailed/25/36733.jpg,36733.jpg,,,Hearthside800,36733.jpg
Grateful Wooden Rolling Pin,36540,Home|Designers,"This decorative mini rolling pin features a brown gingham bow and a wooden tag engraved with the word, ""Grateful."" This piece is perfect for a kitchen tiered tray or as an accent in a tabletop arrangement. Has a white, painted surface and measures 5"" long by 0.5"" in diameter.
- Material: Wood, Fabric
- Size: 5"" L x 0.5"" Dia.
- Color: White, Brown, Tan
- Designer: Suzie Pienta",,,,,,,24,1.55,576,1.35,,,24,Hearthside400,Hearthside160,https://www.thehearthsidecollection.com/shop/images/thumbnails/300/300/detailed/26/36540.jpg,36540.jpg,,,Hearthside800,36540.jpg
Santa Sitter With Wreath,CS38014,Home|Designers,"Our Santa Sitter with Wreath is a plush doll with a primitive design. Santa has a distressed and grungy finish for an aged look and he has a pine wreath with a jute bow on his arm. This sitter wears festive red clothing with jingle bell buttons and it has a sand-weighted bottom for stability. Stands 12.5"" tall and will add antique charm to a rustic Christmas display.
- Material: Fabric, Metal
- Size: 12.5"" H x 5.5"" W x 3.5"" D
- Color: Red, Ivory, Brown
- Designer: Dawn Stake",,,,,,,3,9.65,24,8.75,,,3,Hearthside400,Hearthside160,https://www.thehearthsidecollection.com/shop/images/thumbnails/300/300/detailed/26/CS38014.jpg,CS38014.jpg,,,Hearthside800,CS38014.jpg
Distressed White Wooden Sparkle Star Ornament,36979,Home|Accents,"Our Distressed White Wooden Sparkle Star Ornament has a painted surface with distressed edges and iridescent glitter. This ornament will be the perfect accent for any winter or holiday collection. Measures 4"" across by 1"" thick and hangs by a twine string.
- Material: Wood
- Size: 4"" Dia. x 1"" D
- Color: White, Tan",,,,,,,12,2.25,144,2.05,,,12,Hearthside400,Hearthside160,https://www.thehearthsidecollection.com/shop/images/thumbnails/300/300/detailed/28/36979_alt.jpg,36979_alt.jpg,,,Hearthside800,36979_alt.jpg
Fall Ombre Eucalyptus Leaf & Berry Wreath,18203,Home|Col House Designs,"The Fall Ombre Eucalyptus Leaf & Berry Wreath will make doors and entry ways warm and inviting this Autumn. This lovely wreath sports long fabric leaves in brown and white among an abundance of papery foam eucalyptus leaves in a gold and brown ombre effect. The leaves are accented with clusters of cream and brown mini berries. This wreath is eye-catching in any display and measures 10.5"" on the inside diameter with an approximate 16-18"" outside diameter.
Material: Foam, fabric, plastic
Size: 10.5 Inside, Dia., 16-18 Outside Dia.
Colors: Brown, gold, cream",,,,,,,2,24.5,12,22,,,2,Hearthside400,Hearthside160,https://www.thehearthsidecollection.com/shop/images/thumbnails/300/300/detailed/26/18203-HSA.jpg,18203-HSA.jpg,,,Hearthside800,18203-HSA.jpg
