Ex Large,DHE3,Category: Down Home,Ex Large : Down Home,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/DHE3_l.jpg,DHE3_l.jpg,,,cedarmesa800,DHE3_l.jpg
"12"" Big Buffalo",BVBB,Category: Bear Valley,"12"" Big Buffalo : Bear Valley",,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/BVBB_l.jpg,BVBB_l.jpg,,,cedarmesa800,BVBB_l.jpg
Small,DTS4,Category: Devil's Tower,Small : Devil's Tower,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/DTS4_l.jpg,DTS4_l.jpg,,,cedarmesa800,DTS4_l.jpg
7 1/2 x 3 1/2 Desk Caddy,HDDC,Category: Half Dome,7 1/2 x 3 1/2 Desk Caddy : Half Dome,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/HDDC_l.jpg,HDDC_l.jpg,,,cedarmesa800,HDDC_l.jpg
6 1/2 x 7 1/2 Jar w/Lid,66090,Category: BCT/White Tail Deer,6 1/2 x 7 1/2 Jar w/Lid : BCT/White Tail Deer,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/66090_l.jpg,66090_l.jpg,,,cedarmesa800,66090_l.jpg
Medium,OFM1,Category: Old Faithful,Medium : Old Faithful,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/OFM1_l.jpg,OFM1_l.jpg,,,cedarmesa800,OFM1_l.jpg
Medium,OFM5,Category: Old Faithful,Medium : Old Faithful,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/OFM5_l.jpg,OFM5_l.jpg,,,cedarmesa800,OFM5_l.jpg
Small,DTS3,Category: Devil's Tower,Small : Devil's Tower,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/DTS3_l.jpg,DTS3_l.jpg,,,cedarmesa800,DTS3_l.jpg
"12"" Big Buffalo",OFBB,Category: Old Faithful,"12"" Big Buffalo : Old Faithful",,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/OFBB_l.jpg,OFBB_l.jpg,,,cedarmesa800,OFBB_l.jpg
"12"" Big Buffalo",40157,Category: Mystic Maiden,"12"" Big Buffalo : Mystic Maiden",,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/40157_l.jpg,40157_l.jpg,,,cedarmesa800,40157_l.jpg
"6 1/4"" Petite Buffalo",40156,Category: Mystic Maiden,"6 1/4"" Petite Buffalo : Mystic Maiden",,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/40156_l.jpg,40156_l.jpg,,,cedarmesa800,40156_l.jpg
"9"" Medium Buffalo",40155,Category: Mystic Maiden,"9"" Medium Buffalo : Mystic Maiden",,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/40155_l.jpg,40155_l.jpg,,,cedarmesa800,40155_l.jpg
Small Wedding Vase,WBS7,Category: Whalers Bay,Small Wedding Vase : Whalers Bay,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/WBS7_l.jpg,WBS7_l.jpg,,,cedarmesa800,WBS7_l.jpg
Small,WBS4,Category: Whalers Bay,Small : Whalers Bay,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/WBS4_l.jpg,WBS4_l.jpg,,,cedarmesa800,WBS4_l.jpg
Small,WBS5,Category: Whalers Bay,Small : Whalers Bay,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/WBS5_l.jpg,WBS5_l.jpg,,,cedarmesa800,WBS5_l.jpg
6 1/2 x 7 1/2 Jar w/Lid,63090,Category: HCT Exclusive/ELK,6 1/2 x 7 1/2 Jar w/Lid : HCT Exclusive/ELK,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/63090_l.jpg,63090_l.jpg,,,cedarmesa800,63090_l.jpg
7 1/2 x 3 1/2 Desk Caddy,63093,Category: HCT Exclusive/ELK,7 1/2 x 3 1/2 Desk Caddy : HCT Exclusive/ELK,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/63093_l.jpg,63093_l.jpg,,,cedarmesa800,63093_l.jpg
Small,WBS1,Category: Whalers Bay,Small : Whalers Bay,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/WBS1_l.jpg,WBS1_l.jpg,,,cedarmesa800,WBS1_l.jpg
"6 1/2"" Pillow Vase",CDA048,Category: Delicate Arch,"6 1/2"" Pillow Vase : Delicate Arch",,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/CDA048_l.jpg,CDA048_l.jpg,,,cedarmesa800,CDA048_l.jpg
Medium,BFM2,Category: Born Free,Medium : Born Free,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/BFM2_l.jpg,BFM2_l.jpg,,,cedarmesa800,BFM2_l.jpg
Extra Large,CLE3,Category: Canyonlands,Extra Large : Canyonlands,,,,,,,,,,,,,,cedarmesa400,cedarmesa160,http://www.cmpotterywholesale.com/images/CLE3_l.jpg,CLE3_l.jpg,,,cedarmesa800,CLE3_l.jpg
