6 FT MIXED PINE GARLAND,M13481,"Home|HOLIDAY & WINTER|TREES, GREENERY & WREATHS||","Minimum quantity for ""6 FT MIXED PINE GARLAND"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/2/M13481.jpg,M13481.jpg,6'L,,Harv800,M13481.jpg
STAR TOP OVAL MERCURY GLASS ORNAMENT,13568,Home|Products||,"Minimum quantity for ""STAR TOP OVAL MERCURY GLASS ORNAMENT"" is 12.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/6/13568.jpg,13568.jpg,"6""H, MERCURY GLASS",,Harv800,13568.jpg
8 IN PASTEL BOTTLEBRUSH TREE,13726,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""8 IN PASTEL BOTTLEBRUSH TREE"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/6/13726.jpg,13726.jpg,"8""H",,Harv800,13726.jpg
12 IN PASTEL BOTTLEBRUSH TREE,13728,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""12 IN PASTEL BOTTLEBRUSH TREE"" is 4.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/6/13728.jpg,13728.jpg,"12""H",,Harv800,13728.jpg
GLITTER SNOWMAN WITH BUCKET FIGURINE,13803,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""GLITTER SNOWMAN WITH BUCKET FIGURINE"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/6/13803.jpg,13803.jpg,"5""W X 9""H, MACHE",,Harv800,13803.jpg
11 IN BOTTLEBRUSH TREE WITH PINE CONES,14182,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""11 IN BOTTLEBRUSH TREE WITH PINE CONES"" is 4.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/11/14182.jpg,14182.jpg,"4""W X 11""H",,Harv800,14182.jpg
CRAB SHACK PILLOW,E142002,Home|HOME COLLECTION|HOME COLLECTION||,"Minimum quantity for ""CRAB SHACK PILLOW"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/14/E142002.jpg,E142002.jpg,"20""L X 20""W X 4""H, COTTON BLEND
CARE INSTRUCTIONS: MACHINE WASH COLD. DO NOT BLEACH. DO NOT TUMBLE DRY. WARM IRON. DO NOT DRY CLEAN",,Harv800,E142002.jpg
SET OF 6 MULTI-COLORED MERCURY GLASS ICICLE ORNAMENTS,14335,"Home|HOLIDAY & WINTER|ORNAMENTS, GARLANDS & TREE TOPPERS||","Minimum quantity for ""SET OF 6 MULTI-COLORED MERCURY GLASS ICICLE ORNAMENTS"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/11/14335.jpg,14335.jpg,"0.75""W X 8""H, GLASS
BOX MEASURES 6""L X 1""W X 9""H",,Harv800,14335.jpg
CORDUROY SANTA,14551,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""CORDUROY SANTA"" is 1.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/11/14551.jpg,14551.jpg,"11""L X 11""W X 18""H",,Harv800,14551.jpg
RED MERCURY GLASS BALL WITH WHITE GLITTER STARS ORNAMENT,14601,"Home|HOLIDAY & WINTER|ORNAMENTS, GARLANDS & TREE TOPPERS||","Minimum quantity for ""RED MERCURY GLASS BALL WITH WHITE GLITTER STARS ORNAMENT"" is 12.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/11/14601.jpg,14601.jpg,"2""W X 2""H, MERCURY GLASS",,Harv800,14601.jpg
MERRY CHRISTMOOSE PILLOW,E13851,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""MERRY CHRISTMOOSE PILLOW"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/6/E13851.jpg,E13851.jpg,"20""W X 20""H - 90% LINEN/10% COTTON
CARE INSTRUCTIONS: MACHINE WASH COLD. DO NOT BLEACH. DO NOT TUMBLE DRY. WARM IRON. DO NOT DRY CLEAN",,Harv800,E13851.jpg
TO ALL A GOOD NIGHT PILLOW,E13852,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""TO ALL A GOOD NIGHT PILLOW"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/6/E13852.jpg,E13852.jpg,"20""W X 20""H - 90% LINEN, 10% COTTON
CARE INSTRUCTIONS: MACHINE WASH COLD. DO NOT BLEACH. DO NOT TUMBLE DRY. WARM IRON. DO NOT DRY CLEAN.",,Harv800,E13852.jpg
RED CHALKBOARD STOCKING HANGER,E142121,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""RED CHALKBOARD STOCKING HANGER"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/11/E142121.jpg,E142121.jpg,"5""L X 1""W X 3""H, METAL AND CHALKBOARD",,Harv800,E142121.jpg
METAL CITY SIDEWALKS SIGN,E142319,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""METAL CITY SIDEWALKS SIGN"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/11/E142319.jpg,E142319.jpg,"15.5""W X 26""H, METAL",,Harv800,E142319.jpg
BABY IT'S COLD OUTSIDE METAL SIGN,E142320,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""BABY IT'S COLD OUTSIDE METAL SIGN"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/11/E142320.jpg,E142320.jpg,"15.5""L X 0.25""W X 16.5""H, METAL",,Harv800,E142320.jpg
FAVORITE THINGS SIGN,E142326,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""FAVORITE THINGS SIGN"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/thumbnails/280/267/detailed/11/E142326.jpg,E142326.jpg,"17""L X 0.25""W X 11""H, METAL",,Harv800,E142326.jpg
MAKING A LIST PILLOW,E142345,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""MAKING A LIST PILLOW"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/11/E142345.jpg,E142345.jpg,"18""W X 20""H - 90% LINEN/10% COTTON
CARE INSTRUCTIONS: MACHINE WASH COLD. DO NOT BLEACH. DO NOT TUMBLE DRY. WARM IRON. DO NOT DRY CLEAN",,Harv800,E142345.jpg
21 IN BERRIES PICK,G151270,"Home|HOLIDAY & WINTER|TREES, GREENERY & WREATHS||","Minimum quantity for ""21 IN BERRIES PICK"" is 12.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/13/G151270.jpg,G151270.jpg,"21""L",,Harv800,G151270.jpg
18 IN NATURAL PINE TREE WITH BURLAP BASE,G151299,"Home|HOLIDAY & WINTER|TREES, GREENERY & WREATHS||","Minimum quantity for ""18 IN NATURAL PINE TREE WITH BURLAP BASE"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/13/G151299.jpg,G151299.jpg,"18""H",,Harv800,G151299.jpg
22 IN PINE BUSH WITH PINE CONES,G29204,"Home|HOLIDAY & WINTER|TREES, GREENERY & WREATHS||","Minimum quantity for ""22 IN PINE BUSH WITH PINE CONES"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/2/G29204.jpg,G29204.jpg,"22""H - Price per bush. Bucket contains 6 pieces in the photograph.",,Harv800,G29204.jpg
24 IN HEMLOCK WREATH WITH PINE CONES,G29230,"Home|HOLIDAY & WINTER|TREES, GREENERY & WREATHS||","Minimum quantity for ""24 IN HEMLOCK WREATH WITH PINE CONES"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/2/G29230.jpg,G29230.jpg,"24""W",,Harv800,G29230.jpg
6 FT ATLANTIC WHITE CEDAR GARLAND WITH CONES,G31488,"Home|HOLIDAY & WINTER|TREES, GREENERY & WREATHS||","Minimum quantity for ""6 FT ATLANTIC WHITE CEDAR GARLAND WITH CONES"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/6/G31488.jpg,G31488.jpg,6'L,,Harv800,G31488.jpg
OLD FASHIONED CHRISTMAS SCROLL,H145765,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""OLD FASHIONED CHRISTMAS SCROLL"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/11/H145765.jpg,H145765.jpg,"25""W X 30.5""H, ARTISAN PAPER AND METAL",,Harv800,H145765.jpg
6 FT PRICKLY PINE GARLAND,M10390,"Home|HOLIDAY & WINTER|TREES, GREENERY & WREATHS||","Minimum quantity for ""6 FT PRICKLY PINE GARLAND"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/2/M10390.jpg,M10390.jpg,6'L,,Harv800,M10390.jpg
25 IN MIXED PINE AND HOLLY SPRAY,M10649,"Home|HOLIDAY & WINTER|TREES, GREENERY & WREATHS||","Minimum quantity for ""25 IN MIXED PINE AND HOLLY SPRAY"" is 12.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/2/M10649.jpg,M10649.jpg,"25""L - Price per spray. Basket contains 6 pieces in the photograph.",,Harv800,M10649.jpg
13 IN GREEN BELSNICKLE WITH BAG,SW147293,Home|HOLIDAY & WINTER|HOLIDAY & WINTER||,"Minimum quantity for ""13 IN GREEN BELSNICKLE WITH BAG"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/11/SW147293.jpg,SW147293.jpg,"4.5""L X 5.5""W X 13""H, MACHE",,Harv800,SW147293.jpg
6 IN GREEN BELSNICKLE WITH BAG ORNAMENT,SW147295,"Home|HOLIDAY & WINTER|ORNAMENTS, GARLANDS & TREE TOPPERS||","Minimum quantity for ""6 IN GREEN BELSNICKLE WITH BAG ORNAMENT"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/11/SW147295.jpg,SW147295.jpg,"2""L X 2.5""W X 6""H, MACHE",,Harv800,SW147295.jpg
HANGING JOY SIGN,E163223,Home|Products||,"Minimum quantity for ""HANGING JOY SIGN"" is 1.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163223.jpg,E163223.jpg,"18""L X 3""W X 12""H, METAL",,Harv800,E163223.jpg
HAPPY HOLIDAYS SIGN,E163226,Home|Products||,"Minimum quantity for ""HAPPY HOLIDAYS SIGN"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163226.jpg,E163226.jpg,"24""L X 2""W X 26.25""H, METAL",,Harv800,E163226.jpg
EAT A COOKIE STANDING SIGN,E163269,Home|Products||,"Minimum quantity for ""EAT A COOKIE STANDING SIGN"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163269.jpg,E163269.jpg,"6""L X 0.5""W X 12""H, METAL",,Harv800,E163269.jpg
HOLLY JOLLY PILLOW,E163284,Home|Products||,"Minimum quantity for ""HOLLY JOLLY PILLOW"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163284.jpg,E163284.jpg,"20""L X 20""W X 4""H, COTTON BLEND
CARE INSTRUCTIONS: MACHINE WASH COLD. DO NOT BLEACH. DO NOT TUMBLE DRY. WARM IRON. DO NOT DRY CLEAN.",,Harv800,E163284.jpg
FARMHOUSE CHRISTMAS WOOD SIGN,E163297,Home|Products||,"Minimum quantity for ""FARMHOUSE CHRISTMAS WOOD SIGN"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163297.jpg,E163297.jpg,"32""L X 1""W X 24""H, WOOD",,Harv800,E163297.jpg
FARMHOUSE CHRISTMAS PILLOW,E163298,Home|Products||,"Minimum quantity for ""FARMHOUSE CHRISTMAS PILLOW"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163298.jpg,E163298.jpg,"20""L X 20""W X 4""H, COTTON BLEND
CARE INSTRUCTIONS: MACHINE WASH COLD. DO NOT BLEACH. DO NOT TUMBLE DRY. WARM IRON. DO NOT DRY CLEAN.",,Harv800,E163298.jpg
CHRISTMAS GENERAL STORE SIGN,E163348,Home|Products||,"Minimum quantity for ""CHRISTMAS GENERAL STORE SIGN"" is 1.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163348.jpg,E163348.jpg,"MERRY - 36""L X 9.25""W X 8""H, WOOD AND METAL
CHRISTMAS - 59""L X 14""W X 8""H, WOOD AND METAL",,Harv800,E163348.jpg
CHRISTMAS VILLAGE SIGN,E163362,Home|Products||,"Minimum quantity for ""CHRISTMAS VILLAGE SIGN"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163362.jpg,E163362.jpg,"13""L X 0.25""W X 58""H, METAL",,Harv800,E163362.jpg
HOLIDAYS METAL HANGING BRACKET SIGN,E163365,Home|Products||,"Minimum quantity for ""HOLIDAYS METAL HANGING BRACKET SIGN"" is 1.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163365.jpg,E163365.jpg,"24""L X 2""W X 27""H, METAL",,Harv800,E163365.jpg
FLANNEL SIGN,E163366,Home|Products||,"Minimum quantity for ""FLANNEL SIGN"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163366.jpg,E163366.jpg,"10""L X 1.5""W X 10""H, WOOD",,Harv800,E163366.jpg
COCOA MUG RACK,E163372,Home|Products||,"Minimum quantity for ""COCOA MUG RACK"" is 4.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/thumbnails/280/271/detailed/16/E163372.jpg,E163372.jpg,"30""L X 4""W X 16""H",,Harv800,E163372.jpg
DREAM SIGN,E163392,Home|Products||,"Minimum quantity for ""DREAM SIGN"" is 3.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163392.jpg,E163392.jpg,"35""L X 0.5""W X 15.5""H, WOOD",,Harv800,E163392.jpg
HOT COCOA SIGN,E163409,Home|Products||,"Minimum quantity for ""HOT COCOA SIGN"" is 2.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163409.jpg,E163409.jpg,"18""L X 2.5""W X 12""H, METAL",,Harv800,E163409.jpg
DELIVERY CLOTH SCROLL,E163428,Home|Products||,"Minimum quantity for ""DELIVERY CLOTH SCROLL"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163428_2.jpg,E163428_2.jpg,"25""L X 0.5""W X 16""H, COTTON BLEND AND WOOD",,Harv800,E163428_2.jpg
GOOD SAINT NICK CLOTH SCROLL,E163430,Home|Products||,"Minimum quantity for ""GOOD SAINT NICK CLOTH SCROLL"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163430.jpg,E163430.jpg,"28""L X 0.5""W X 20""H, COTTON BLEND AND FOOD",,Harv800,E163430.jpg
CHRISTMAS TREES FOR SALE WITH BORDER ORNAMENT,E163515,Home|Products||,"Minimum quantity for ""CHRISTMAS TREES FOR SALE WITH BORDER ORNAMENT"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163515.jpg,E163515.jpg,"7""L X 0.25""W X 7""H, METAL",,Harv800,E163515.jpg
CHRISTMAS TREES FOR SALE ORNAMENT,E163516,Home|Products||,"Minimum quantity for ""CHRISTMAS TREES FOR SALE ORNAMENT"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163516.jpg,E163516.jpg,"7""L X 0.25""W X 7""H, METAL",,Harv800,E163516.jpg
HOT COCOA WITH BORDER ORNAMENT,E163517,Home|Products||,"Minimum quantity for ""HOT COCOA WITH BORDER ORNAMENT"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163517.jpg,E163517.jpg,"7""L X 0.25""W X 7""H, METAL",,Harv800,E163517.jpg
HOT COCOA ORNAMENT,E163518,Home|Products||,"Minimum quantity for ""HOT COCOA ORNAMENT"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163518.jpg,E163518.jpg,"7""L X 0.25""W X 7""H, METAL",,Harv800,E163518.jpg
CHRISTMAS AT THE FARM WITH BORDER ORNAMENT,E163519,Home|Products||,"Minimum quantity for ""CHRISTMAS AT THE FARM WITH BORDER ORNAMENT"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163519.jpg,E163519.jpg,"7""L X 0.25""W X 7""H, METAL",,Harv800,E163519.jpg
CHRISTMAS AT THE FARM ORNAMENT,E163520,Home|Products||,"Minimum quantity for ""CHRISTMAS AT THE FARM ORNAMENT"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163520.jpg,E163520.jpg,"7""L X 0.25""W X 7""H, METAL",,Harv800,E163520.jpg
FARMHOUSE CHRISTMAS WITH BORDER ORNAMENT,E163523,Home|Products||,"Minimum quantity for ""FARMHOUSE CHRISTMAS WITH BORDER ORNAMENT"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163523.jpg,E163523.jpg,"7""L X 0.25""W X 7""H, METAL",,Harv800,E163523.jpg
FARMHOUSE CHRISTMAS ORNAMENT,E163524,Home|Products||,"Minimum quantity for ""FARMHOUSE CHRISTMAS ORNAMENT"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163524.jpg,E163524.jpg,"7""L X 0.25""W X 7""H, METAL",,Harv800,E163524.jpg
CAMP CHRISTMAS WITH BORDER ORNAMENT,E163525,Home|Products||,"Minimum quantity for ""CAMP CHRISTMAS WITH BORDER ORNAMENT"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163525.jpg,E163525.jpg,"7""L X 0.25""W X 7""H, METAL",,Harv800,E163525.jpg
CAMP CHRISTMAS ORNAMENT,E163526,Home|Products||,"Minimum quantity for ""CAMP CHRISTMAS ORNAMENT"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/E163526.jpg,E163526.jpg,"7""L X 0.25""W X 7""H, METAL",,Harv800,E163526.jpg
18 IN HEMLOCK SPRAY,G161093,Home|Products||,"Minimum quantity for ""18 IN HEMLOCK SPRAY"" is 24.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161093.jpg,G161093.jpg,"18""L",,Harv800,G161093.jpg
29.5 IN HEMLOCK SPRAY,G161102,Home|Products||,"Minimum quantity for ""29.5 IN HEMLOCK SPRAY"" is 12.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161102.jpg,G161102.jpg,"29.5""L",,Harv800,G161102.jpg
6 IN HOLLY LEAVES BALL,G161105,Home|Products||,"Minimum quantity for ""6 IN HOLLY LEAVES BALL"" is 12.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161105.jpg,G161105.jpg,"10""L X 10""W X 6""H",,Harv800,G161105.jpg
14 IN GREEN AND RED MIXED BERRY PICK,G161111,"Home|HOLIDAY & WINTER|TREES, GREENERY & WREATHS||","Minimum quantity for ""14 IN GREEN AND RED MIXED BERRY PICK"" is 24.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161111.jpg,G161111.jpg,"14""L",,Harv800,G161111.jpg
13 IN GREEN AND YELLOW WINTER FOLIAGE WREATH,G161112,"Home|HOLIDAY & WINTER|TREES, GREENERY & WREATHS||","Minimum quantity for ""13 IN GREEN AND YELLOW WINTER FOLIAGE WREATH"" is 12.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161112.jpg,G161112.jpg,"13""W
*3.5""W CANDLE OPENING",,Harv800,G161112.jpg
16 IN HEMLOCK AND CEDAR CANDLE RING,G161114,"Home|HOLIDAY & WINTER|TREES, GREENERY & WREATHS||","Minimum quantity for ""16 IN HEMLOCK AND CEDAR CANDLE RING"" is 12.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161114.jpg,G161114.jpg,"16""W
*3.5""W CANDLE OPENING",,Harv800,G161114.jpg
58 IN HEMLOCK DOOR HANGER,G161126,Home|Products||,"Minimum quantity for ""58 IN HEMLOCK DOOR HANGER"" is 3.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161126.jpg,G161126.jpg,"58""L",,Harv800,G161126.jpg
12 IN GLITTERED WHITE BERRY PICK,G161137,Home|Products||,"Minimum quantity for ""12 IN GLITTERED WHITE BERRY PICK"" is 24.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161137.jpg,G161137.jpg,"12""L",,Harv800,G161137.jpg
27 IN GLITTERED PINECONE BUSH,G161138,Home|Products||,"Minimum quantity for ""27 IN GLITTERED PINECONE BUSH"" is 12.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161138.jpg,G161138.jpg,"27""L",,Harv800,G161138.jpg
30 IN HOLLY AND BERRIES SPRAY,G161197,Home|Products||,"Minimum quantity for ""30 IN HOLLY AND BERRIES SPRAY"" is 12.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161197.jpg,G161197.jpg,"30""L",,Harv800,G161197.jpg
15 IN CYPRESS BUSH,G161351,Home|Products||,"Minimum quantity for ""15 IN CYPRESS BUSH"" is 12.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161351.jpg,G161351.jpg,"15""L",,Harv800,G161351.jpg
21.5 IN GLITTERED PINE WITH COTTON BUSH,G161357,Home|Products||,"Minimum quantity for ""21.5 IN GLITTERED PINE WITH COTTON BUSH"" is 6.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161357.jpg,G161357.jpg,"21.5""L",,Harv800,G161357.jpg
18 IN HEMLOCK CYPRESS MIXED SPRAY,G161359,Home|Products||,"Minimum quantity for ""18 IN HEMLOCK CYPRESS MIXED SPRAY"" is 12.",,,,,,,,,,,,,,Harv400,Harv160,https://ragonhouse.com/images/detailed/16/G161359.jpg,G161359.jpg,"18""L",,Harv800,G161359.jpg
